,koi_period,koi_time0bk,koi_duration,koi_depth,koi_prad,koi_insol,koi_teq,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag,koi_disposition
0,9.48803557,170.53875,2.9575,615.8,2.26,93.59,793.0,5455.0,4.467,0.927,291.93423,48.141651,15.347,CONFIRMED
1,54.4183827,162.51384,4.507,874.8,2.83,9.11,443.0,5455.0,4.467,0.927,291.93423,48.141651,15.347,CONFIRMED
2,19.89913995,175.850252,1.7822,10829.0,14.6,39.3,638.0,5853.0,4.544,0.868,297.00482,48.134129,15.436,FALSE POSITIVE
3,1.736952453,170.307565,2.40641,8079.2,33.46,891.96,1395.0,5805.0,4.564,0.791,285.53461,48.28521,15.597,FALSE POSITIVE
4,2.525591777,171.59555,1.6545,603.3,2.75,926.16,1406.0,6031.0,4.438,1.046,288.75488,48.2262,15.509,CONFIRMED
5,11.09432054,171.20116,4.5945,1517.5,3.9,114.81,835.0,6046.0,4.486,0.972,296.28613,48.22467,15.714,CONFIRMED
6,4.13443512,172.97937,3.1402,686.0,2.77,427.65,1160.0,6046.0,4.486,0.972,296.28613,48.22467,15.714,CONFIRMED
7,2.56658897,179.55437,2.429,226.5,1.59,807.74,1360.0,6046.0,4.486,0.972,296.28613,48.22467,15.714,CONFIRMED
8,7.36178958,132.25053,5.022,233.7,39.21,767.22,1342.0,6227.0,3.986,1.958,298.86435,42.151569,12.66,FALSE POSITIVE
9,16.06864674,173.621937,3.5347,4914.3,5.76,30.75,600.0,5031.0,4.485,0.848,286.99948,48.37579,15.841,CONFIRMED
10,2.470613377,122.763305,1.74319,14231.0,13.04,761.46,1339.0,5820.0,4.457,0.964,286.80847,49.316399,11.338,CONFIRMED
11,2.204735417,121.3585417,3.88864,6674.7,16.1,4148.92,2048.0,6440.0,4.019,1.952,292.24728,47.969521,10.463,CONFIRMED
12,3.522498429,121.1194228,3.19843,9145.7,14.59,1264.67,1521.0,6225.0,4.169,1.451,281.28812,42.45108,13.563,CONFIRMED
13,3.709214104,133.98318,2.6302,131.1,1.16,500.46,1206.0,5833.0,4.407,1.022,295.64871,48.49556,12.772,CONFIRMED
14,11.521446064,170.839688,3.6399,17984.0,150.51,75.88,753.0,5795.0,4.554,0.848,297.07993,47.597401,15.472,FALSE POSITIVE
15,19.40393776,172.484253,12.2155,8918.7,7.18,17.69,523.0,5043.0,4.591,0.68,289.25821,47.635319,15.487,FALSE POSITIVE
16,19.221388942,184.5521637,4.79843,74284.0,49.29,55.97,698.0,6117.0,4.496,0.947,295.81454,47.69035,15.341,FALSE POSITIVE
17,16.46983774,180.881761,9.4378,10479.0,7.94,29.61,595.0,5152.0,4.517,0.786,297.15442,47.668701,15.788,FALSE POSITIVE
18,9.27358173,173.258155,3.2875,1288.3,2.47,41.85,649.0,4856.0,4.583,0.696,288.13824,47.724449,15.302,CONFIRMED
19,6.02930329,171.602959,1.5821,1912.7,2.85,50.04,678.0,4537.0,4.648,0.672,283.71088,47.86327,15.784,CONFIRMED
20,2.696370652,170.73769,3.6129,397.9,1.58,305.34,1066.0,4989.0,4.504,0.819,283.76547,47.804298,15.269,FALSE POSITIVE
21,5.349553819,171.80694,3.0278,831.0,2.55,168.99,919.0,5185.0,4.44,0.91,292.37613,47.880989,15.416,CONFIRMED
22,3.94105221,136.08662,2.5984,363.3,1.7,253.15,1018.0,5185.0,4.44,0.91,292.37613,47.880989,15.416,CONFIRMED
23,8.10904807,132.8031,3.596,217.4,1.3,97.03,800.0,5185.0,4.44,0.91,292.37613,47.880989,15.416,CONFIRMED
24,386.6030528,166.342079,6.8057,24927.0,41.5,1.84,297.0,5543.0,4.081,1.58,292.27374,37.671558,12.394,FALSE POSITIVE
25,21.67699193,171.53594,3.4555,857.2,2.95,18.64,530.0,4954.0,4.5,0.828,290.46512,47.92918,15.377,CONFIRMED
26,4.99677968,171.74208,2.1717,934.7,2.78,166.95,917.0,5339.0,4.552,0.847,297.80826,47.946671,15.861,CONFIRMED
27,4.280963604,171.89659,2.875,750.8,2.3,247.87,1012.0,5644.0,4.564,0.831,294.26581,49.314091,15.356,CONFIRMED
28,1.50635409,170.998064,1.5155,2211.7,4.53,1054.12,1452.0,5714.0,4.563,0.831,295.66522,49.351009,15.525,FALSE POSITIVE
29,670.645531,209.04355,53.412,18091.0,14.14,0.35,196.0,5520.0,4.466,0.983,296.69861,49.316479,15.207,FALSE POSITIVE
30,61.2563628,173.83826,7.633,5123.3,39.87,15.43,505.0,6144.0,4.402,1.091,283.72592,49.479519,15.25,FALSE POSITIVE
31,38.3775486,172.82048,5.588,724.2,2.82,18.53,529.0,5481.0,4.369,1.036,291.72202,49.480869,15.172,CONFIRMED
32,41.19725502,165.00404,4.6297,2213.9,3.86,8.76,439.0,5031.0,4.485,0.848,286.99948,48.37579,15.841,CONFIRMED
33,6.252962249,171.30126,2.5819,1036.9,2.65,108.3,823.0,5031.0,4.485,0.848,286.99948,48.37579,15.841,CONFIRMED
34,16.01308419,176.3608,3.2554,1121.9,3.1,29.31,593.0,5015.0,4.499,0.826,297.02563,48.478588,15.39,CONFIRMED
35,32.62876672,194.1019,4.7971,1804.8,3.36,15.55,506.0,5586.0,4.56,0.798,285.71854,48.505859,15.082,CONFIRMED
36,91.7732862,193.8378,6.473,652.0,2.12,3.92,359.0,5586.0,4.56,0.798,285.71854,48.505859,15.082,CONFIRMED
37,4.959319244,172.2585292,2.22739,9802.0,12.21,349.4,1103.0,5712.0,4.359,1.082,292.16705,48.727589,15.263,CANDIDATE
38,2.701287801,170.69579,3.3827,860.4,6.54,527.81,1222.0,5550.0,4.468,0.91,297.92365,48.777321,15.54,FALSE POSITIVE
39,4.49876511,171.34905,3.7362,460.0,2.1,389.62,1133.0,6075.0,4.486,0.969,298.45685,48.791592,15.395,CONFIRMED
40,19.651209505,179.401981,5.2514,11766.0,12.42,67.03,730.0,6074.0,4.391,1.063,291.0939,48.933842,15.536,FALSE POSITIVE
41,5.412203927,133.143089,2.9472,601.6,2.94,337.68,1093.0,5779.0,4.339,1.087,287.88733,46.276241,12.791,CONFIRMED
42,41.43958662,208.93203,10.5989,2793.1,5.5,16.72,516.0,5468.0,4.367,1.046,295.55505,49.017342,15.4,CONFIRMED
43,8.35389523,171.63257,2.2514,1041.6,2.52,91.9,790.0,5592.0,4.582,0.787,285.49924,49.277351,15.317,CONFIRMED
44,4.125543472,169.752585,3.1744,1487.3,4.43,565.35,1243.0,6174.0,4.417,1.103,291.93616,49.253979,15.506,CONFIRMED
45,2.816504904,170.9676846,2.50587,16814.0,12.21,521.13,1219.0,5532.0,4.452,0.955,297.01547,49.225288,15.052,CONFIRMED
46,33.93373447,186.67608,14.561,8503.7,7.34,8.11,430.0,5040.0,4.628,0.705,284.17233,49.360722,15.716,FALSE POSITIVE
47,3.689920099,170.36571,2.6557,426.7,1.89,408.99,1147.0,5880.0,4.518,0.917,291.62241,50.61824,15.242,CONFIRMED
48,4.431238488,171.015,3.15,1010.9,3.25,351.23,1104.0,5714.0,4.428,1.015,295.81616,51.121738,15.367,CONFIRMED
49,11.37936986,133.84992,2.6255,1023.5,3.95,99.68,806.0,5714.0,4.428,1.015,295.81616,51.121738,15.367,CONFIRMED
50,26.39432897,176.05459,3.573,1510.9,3.07,13.49,489.0,5129.0,4.595,0.763,289.39972,51.25032,15.234,CONFIRMED
51,13.57078281,136.279194,3.3539,511.7,2.64,89.61,785.0,5854.0,4.406,1.012,300.86398,44.337551,12.882,CONFIRMED
52,7.12594387,139.00492,3.0014,192.4,1.79,233.31,997.0,5779.0,4.339,1.087,287.88733,46.276241,12.791,CONFIRMED
53,7.442652004,169.9717797,2.3078,24446.0,15.03,206.78,967.0,6108.0,4.469,0.956,288.98682,49.733742,15.27,FALSE POSITIVE
54,16.38489988,172.72782,3.0249,1127.1,2.0,8.35,433.0,4126.0,4.661,0.615,286.73804,49.97575,15.095,CONFIRMED
55,7.8774163,176.3759,2.0805,1306.1,2.16,22.18,553.0,4126.0,4.661,0.615,286.73804,49.97575,15.095,CONFIRMED
56,36.4454001,151.60125,4.007,1122.3,1.99,2.88,332.0,4126.0,4.661,0.615,286.73804,49.97575,15.095,CONFIRMED
57,3.728732147,171.793255,2.683,5226.5,6.02,258.34,1023.0,5497.0,4.577,0.809,290.78574,50.054119,15.523,CONFIRMED
58,40.4195037,173.56469,3.362,6256.0,7.51,11.29,467.0,5446.0,4.507,0.781,294.31686,50.080231,15.487,CANDIDATE
59,2.243380573,170.679233,1.1196,821.7,1.99,107.6,822.0,4149.0,4.698,0.564,285.17621,50.149818,15.135,CONFIRMED
60,10.405998015,177.197466,6.5036,14489.0,11.23,113.94,833.0,5746.0,4.393,0.924,289.23553,50.241001,15.562,FALSE POSITIVE
61,2.337437946,171.761982,1.9982,971.2,2.34,311.16,1070.0,5005.0,4.595,0.765,293.83331,50.23035,15.334,CONFIRMED
62,7.2406612,137.75545,0.558,556.4,19.45,68.63,734.0,5005.0,4.595,0.765,293.83331,50.23035,15.334,CANDIDATE
63,3.43591631,132.6624,3.133,23.2,0.55,617.61,1272.0,5779.0,4.339,1.087,287.88733,46.276241,12.791,CANDIDATE
64,11.59822233,180.395376,2.5237,2804.5,2.65,5.82,396.0,3688.0,4.79,0.473,296.22195,50.28722,15.937,CONFIRMED
65,6.575315881,173.634044,4.3084,2793.3,5.31,251.38,1015.0,5992.0,4.415,0.989,290.09805,50.321609,15.312,CONFIRMED
66,7.275040844,169.994217,7.5377,3001.0,4.86,113.64,833.0,5485.0,4.556,0.867,295.45529,50.49456,15.08,CONFIRMED
67,19.27153892,186.77093,2.7594,1219.8,1.93,5.66,393.0,4077.0,4.702,0.56,293.97336,50.53191,15.385,CONFIRMED
68,10.06524317,136.28906,1.369,1053.3,1.91,13.43,488.0,4077.0,4.702,0.56,293.97336,50.53191,15.385,CONFIRMED
69,12.3935651,178.74725,3.8896,916.6,2.66,49.68,677.0,5557.0,4.603,0.75,296.02133,50.56778,15.505,CONFIRMED
70,43.84439721,151.93538,6.802,615.2,2.87,18.77,531.0,5854.0,4.406,1.012,300.86398,44.337551,12.882,CONFIRMED
71,3.341913228,171.63943,3.813,725.3,21.55,268.67,1032.0,5295.0,4.551,0.811,292.31595,38.27029,15.629,FALSE POSITIVE
72,1.626630225,169.820171,2.1145,1620.6,32.43,1355.88,1547.0,5735.0,4.41,0.973,294.36819,38.31028,15.279,CANDIDATE
73,2.711504086,170.03417,3.0099,837.5,3.12,960.79,1420.0,6214.0,4.442,1.076,291.65353,38.494659,15.541,CONFIRMED
74,7.21203748,172.81782,4.0491,950.4,3.32,260.58,1025.0,6214.0,4.442,1.076,291.65353,38.494659,15.541,CONFIRMED
75,14.1798187,171.50237,2.505,459.9,1.88,60.35,711.0,5799.0,4.539,0.878,291.0448,51.321671,15.727,FALSE POSITIVE
76,8.47237911,174.16212,2.7245,1123.5,2.59,75.44,751.0,5354.0,4.587,0.788,296.36652,51.319519,15.339,CONFIRMED
77,60.4189369,181.16367,5.039,931.3,2.36,5.49,390.0,5354.0,4.587,0.788,296.36652,51.319519,15.339,CONFIRMED
78,12.611904345,180.892284,5.1497,6105.6,7.4,76.15,753.0,5795.0,4.508,0.919,289.11221,51.737381,15.14,CONFIRMED
79,1.433769925,170.403536,1.8868,1976.3,46.58,3209.29,1920.0,6017.0,4.22,1.339,290.84369,37.728828,15.122,FALSE POSITIVE
80,10.31872301,173.31543,3.836,871.7,28.59,139.26,876.0,5927.0,4.409,1.06,291.84891,37.713501,15.065,FALSE POSITIVE
81,2.539183147,169.67494,2.4282,382.1,2.06,743.09,1332.0,5519.0,4.35,1.062,291.43997,37.905659,15.026,CONFIRMED
82,6.770300385,170.57662,2.0844,1304.0,2.77,102.87,812.0,5653.0,4.656,0.679,290.87051,38.273628,15.591,CONFIRMED
83,0.444291966,169.865406,2.0792,10967.0,27.51,2706.26,1836.0,5255.0,4.678,0.636,290.99689,38.28492,15.748,FALSE POSITIVE
84,10.181584004,177.141891,3.5089,5741.1,7.73,102.91,812.0,5988.0,4.541,0.836,291.28195,38.241669,15.657,CANDIDATE
85,20.06036336,147.46554,3.3203,1494.7,1.96,4.0,361.0,3950.0,4.754,0.493,286.07913,39.27832,15.954,CONFIRMED
86,46.1842039,165.23729,4.758,1394.7,1.83,1.32,273.0,3950.0,4.754,0.493,286.07913,39.27832,15.954,CONFIRMED
87,23.9800854,147.537,5.351,104.0,1.31,41.94,649.0,5854.0,4.406,1.012,300.86398,44.337551,12.882,CONFIRMED
88,7.82502168,136.54995,2.186,520.8,1.2,14.05,494.0,3950.0,4.754,0.493,286.07913,39.27832,15.954,CONFIRMED
89,3.895936525,170.527552,2.3111,8544.8,7.34,241.62,1005.0,5557.0,4.592,0.774,294.65524,39.308361,15.725,CONFIRMED
90,22.36646466,175.45862,5.228,986.8,2.32,19.45,536.0,5395.0,4.615,0.734,294.71063,39.52174,15.583,CONFIRMED
91,1.625522174,170.8266564,2.38963,7969.0,9.73,1467.41,1579.0,5539.0,4.322,1.106,293.87192,38.422939,15.001,CONFIRMED
92,19.620346923,181.881819,2.0038,21725.0,13.6,40.39,643.0,5710.0,4.492,0.905,293.81619,38.563568,15.562,CANDIDATE
93,7.544039,171.7982,6.222,322.6,17.47,116.46,838.0,5657.0,4.567,0.824,293.94116,38.601101,15.559,FALSE POSITIVE
94,9.02930689,177.20422,3.1449,1019.8,2.57,77.75,757.0,5349.0,4.526,0.82,290.33362,38.72823,15.387,CANDIDATE
95,10.328035714,174.581054,7.7915,16918.0,13.28,119.31,843.0,5627.0,4.359,1.024,287.69675,38.886452,15.646,FALSE POSITIVE
96,143.2063047,154.23552,8.9302,10566.0,8.9,2.14,308.0,5485.0,4.556,0.867,285.28363,38.947281,15.403,CONFIRMED
97,6.164876,135.63916,3.262,55.8,0.79,256.35,1021.0,5854.0,4.406,1.012,300.86398,44.337551,12.882,CONFIRMED
98,60.32494216,243.892578,6.6188,20280.0,12.19,6.77,411.0,5485.0,4.556,0.867,285.28363,38.947281,15.403,CONFIRMED
99,29.1598615,150.69922,4.803,488.0,1.91,17.85,524.0,5485.0,4.556,0.867,285.28363,38.947281,15.403,CONFIRMED
100,1.540397253,170.50479,2.1541,816.1,25.69,1105.68,1470.0,5663.0,4.53,0.915,286.92639,38.921631,15.974,FALSE POSITIVE
101,2.99025443,171.9834,5.414,589.2,1.7,168.45,918.0,4667.0,4.578,0.731,287.74881,38.92955,15.842,FALSE POSITIVE
102,1.594745374,170.6483505,1.9604,15044.0,11.3,1329.42,1539.0,5934.0,4.491,0.893,285.21381,39.027481,15.53,CONFIRMED
103,4.783002698,170.508434,2.335,1008.7,2.5,145.48,886.0,5170.0,4.574,0.807,287.09399,39.060719,15.119,CANDIDATE
104,20.50588921,181.43428,4.0595,2105.5,3.41,17.06,518.0,4905.0,4.544,0.761,289.31543,39.153278,15.398,CONFIRMED
105,3.340218842,171.979062,1.9104,1632.6,2.03,43.73,656.0,3950.0,4.754,0.493,286.07913,39.27832,15.954,CONFIRMED
106,2.507089906,171.002455,2.0067,1339.2,30.26,730.47,1326.0,5926.0,4.506,0.939,295.37805,40.493401,15.555,FALSE POSITIVE
107,18.64932728,174.771,4.4056,893.6,3.12,57.13,701.0,5775.0,4.405,1.053,290.46176,40.562462,15.386,CONFIRMED
108,4.90144976,138.60548,4.1654,140.7,1.7,598.74,1262.0,5847.0,4.191,1.402,297.02826,48.208611,12.487,CONFIRMED
109,9.75192101,138.78608,4.793,418.0,2.76,135.66,870.0,5775.0,4.405,1.053,290.46176,40.562462,15.386,CONFIRMED
110,38.5576546,163.85063,5.794,993.0,4.02,21.71,550.0,5775.0,4.405,1.053,290.46176,40.562462,15.386,CONFIRMED
111,3.525632539,170.0479951,2.59959,22335.0,11.58,213.12,975.0,5150.0,4.572,0.793,290.58173,40.5774,15.224,CONFIRMED
112,34.84398644,172.633252,2.9315,4523.6,7.61,16.1,511.0,5509.0,4.482,0.871,285.92001,39.624828,15.684,CANDIDATE
113,7.748094239,174.997206,3.5957,2472.1,5.52,204.39,964.0,5973.0,4.439,1.085,294.4899,39.771439,15.67,CONFIRMED
114,23.96793669,186.22182,3.827,1182.3,1.8,2.77,329.0,3747.0,4.728,0.524,283.86639,39.898079,15.414,CONFIRMED
115,8.11437482,176.33968,2.2736,1558.0,2.1,10.55,460.0,3692.0,4.753,0.517,288.81201,40.033401,15.877,CONFIRMED
116,38.036729482,196.934947,4.34617,82872.0,27.5,14.81,500.0,5575.0,4.521,0.932,294.14789,40.055538,15.472,FALSE POSITIVE
117,4.64090031,173.64638,35.512,2450.6,30.09,421.08,1155.0,6463.0,4.5,0.826,295.11371,40.071171,15.27,FALSE POSITIVE
118,3.747838198,171.66504,5.0642,616.0,13.65,266.76,1031.0,5514.0,4.569,0.826,291.06152,50.265129,13.496,FALSE POSITIVE
119,14.74914825,138.77799,6.0995,430.2,2.89,137.91,874.0,5847.0,4.191,1.402,297.02826,48.208611,12.487,CONFIRMED
120,21.81295996,174.01085,4.3791,1175.4,3.38,39.33,639.0,5601.0,4.41,0.999,294.77686,40.15374,15.54,CONFIRMED
121,7.91936937,172.181092,3.3148,15148.0,10.34,104.0,814.0,5690.0,4.588,0.776,283.53845,40.217999,15.805,FALSE POSITIVE
122,1.028436523,170.228582,1.8606,8098.0,72.77,3400.48,1947.0,6228.0,4.428,0.99,296.00699,40.295429,15.202,CANDIDATE
123,15.37562369,173.61402,3.3169,15337.0,11.01,30.54,600.0,4986.0,4.496,0.833,283.25354,40.358189,16.422,CONFIRMED
124,8.10363271,176.9486,3.161,887.9,2.11,52.82,687.0,4861.0,4.574,0.732,283.22141,40.421829,15.289,CONFIRMED
125,4.71510843,134.96178,2.506,417.5,1.46,108.84,823.0,4861.0,4.574,0.732,283.22141,40.421829,15.289,CONFIRMED
126,6.365839713,171.13575,2.9721,780.7,2.44,165.33,914.0,5776.0,4.554,0.849,291.14951,40.420521,15.09,CONFIRMED
127,5.97581754,174.77602,3.065,962.4,3.86,284.25,1047.0,6108.0,4.471,0.997,294.22397,40.417858,15.546,FALSE POSITIVE
128,2.446737317,170.66951,4.7211,1177.9,26.25,597.19,1261.0,5764.0,4.548,0.863,298.96112,40.862808,15.021,FALSE POSITIVE
129,3.04033046,169.9490106,1.8411,10859.0,8.99,257.29,1021.0,5035.0,4.519,0.791,299.3161,40.82238,15.028,CONFIRMED
130,15.33528675,174.00278,3.897,3081.4,5.0,32.67,610.0,5251.0,4.581,0.817,292.23676,41.08588,15.855,CONFIRMED
131,7.95825328,137.80219,4.377,50.0,1.06,314.15,1074.0,5847.0,4.191,1.402,297.02826,48.208611,12.487,CONFIRMED
132,31.33046135,153.43031,5.176,5073.8,6.5,12.61,481.0,5251.0,4.581,0.817,292.23676,41.08588,15.855,CONFIRMED
133,3.9043425,173.393734,3.831,16228.0,12.28,351.05,1104.0,5810.0,4.526,0.898,294.05676,40.549679,15.016,FALSE POSITIVE
134,9.286358079,171.8214689,3.49949,44791.0,17.61,95.03,796.0,5670.0,4.523,0.821,294.74396,40.53392,15.365,FALSE POSITIVE
135,3.951405455,173.276125,2.1862,2453.9,31.44,388.71,1133.0,6046.0,4.539,0.869,295.50439,40.505489,15.446,FALSE POSITIVE
136,23.65369415,171.376107,8.2183,3341.8,7.89,67.65,731.0,5739.0,4.191,1.384,287.89713,40.637821,15.084,CONFIRMED
137,13.23352214,140.32196,6.7372,504.6,3.06,146.67,888.0,5739.0,4.191,1.384,287.89713,40.637821,15.084,CONFIRMED
138,6.15560285,134.81656,4.9843,285.0,2.32,406.94,1146.0,5739.0,4.191,1.384,287.89713,40.637821,15.084,CONFIRMED
139,2.090811305,134.17462,3.388,115.9,1.62,1718.04,1642.0,5739.0,4.191,1.384,287.89713,40.637821,15.084,CONFIRMED
140,3.180027898,133.49863,3.5797,120.3,1.53,1066.86,1458.0,5847.0,4.191,1.402,297.02826,48.208611,12.487,CONFIRMED
141,50.4467417,178.5014,7.159,370.3,2.67,24.64,568.0,5739.0,4.191,1.384,287.89713,40.637821,15.084,CONFIRMED
142,11.76307164,180.93613,2.9076,1037.3,2.35,33.99,616.0,4959.0,4.603,0.756,294.20215,40.66341,15.208,CONFIRMED
143,56.2279271,132.29259,3.57,862.7,2.37,4.22,366.0,4959.0,4.603,0.756,294.20215,40.66341,15.208,CONFIRMED
144,2.384052875,171.58362,3.0918,1268.1,17.06,244.87,1010.0,4794.0,4.58,0.701,299.64285,40.691238,15.836,FALSE POSITIVE
145,7.953547,174.66224,2.6312,875.4,2.25,55.37,696.0,4768.0,4.536,0.779,291.15878,40.750271,15.66,CONFIRMED
146,4.14451656,135.92831,2.3421,391.8,1.48,132.08,864.0,4768.0,4.536,0.779,291.15878,40.750271,15.66,CONFIRMED
147,4.859386384,173.011469,2.2757,6044.3,38.33,364.23,1114.0,6072.0,4.47,0.988,292.21436,40.759762,15.311,FALSE POSITIVE
148,10.526294577,176.522462,2.5211,9768.0,8.24,61.16,713.0,5386.0,4.553,0.793,293.87811,41.66177,15.305,CONFIRMED
149,4.583520948,169.973972,2.7055,3812.1,5.39,274.98,1038.0,5815.0,4.54,0.877,299.18686,41.74268,15.287,CONFIRMED
150,3.76181843,171.90364,3.5176,510.6,2.66,372.62,1121.0,5653.0,4.472,0.949,283.31638,41.83712,15.257,CONFIRMED
151,8.20396958,169.69138,2.9667,1024.4,3.01,71.5,742.0,5015.0,4.499,0.826,286.5657,41.808399,15.376,CONFIRMED
152,14.49645186,143.41659,4.016,647.5,3.01,33.48,613.0,5015.0,4.499,0.826,286.5657,41.808399,15.376,CONFIRMED
153,6.54626149,133.85964,2.75,655.9,2.19,101.78,810.0,5251.0,4.581,0.817,292.23676,41.08588,15.855,CANDIDATE
154,12.71809866,175.35526,3.0957,1149.4,2.31,23.6,562.0,4702.0,4.592,0.686,292.91312,41.060921,15.389,CONFIRMED
155,36.06588163,198.58423,4.3246,1563.8,2.64,5.88,397.0,4702.0,4.592,0.686,292.91312,41.060921,15.389,CONFIRMED
156,4.190425659,171.44122,2.8589,2877.4,6.21,547.9,1234.0,6073.0,4.392,1.135,293.49661,41.137589,15.27,CONFIRMED
157,3.709870784,171.987982,3.0694,2020.3,4.35,415.1,1151.0,5727.0,4.463,0.978,283.86441,41.346458,15.581,CONFIRMED
158,16.3297527,177.29506,6.271,1187.5,3.75,66.08,727.0,5878.0,4.444,0.987,288.51001,41.301769,15.447,CONFIRMED
159,27.807566216,186.713552,4.21587,25391.0,13.84,22.24,554.0,5862.0,4.584,0.785,296.88821,41.396091,15.482,CONFIRMED
160,80.8723469,203.895,11.195,3604.6,7.59,9.88,452.0,5510.0,4.222,1.238,287.1543,41.565788,15.201,CONFIRMED
161,3.166465862,172.002627,2.9381,4357.2,26.82,196.31,954.0,4968.0,4.575,0.704,284.86929,41.679192,15.999,FALSE POSITIVE
162,24.99324319,138.68167,5.9409,269.6,2.29,60.88,712.0,5718.0,4.181,1.317,287.36279,38.649601,12.377,CONFIRMED
163,10.35533116,170.93729,3.1775,750.6,2.47,86.22,777.0,5501.0,4.462,0.918,288.9942,41.633282,15.018,CONFIRMED
164,16.08518937,180.28319,3.984,1442.4,3.68,33.43,613.0,5239.0,4.523,0.826,292.10519,42.380322,15.219,CONFIRMED
165,235.9986399,208.399822,8.2284,20715.0,10.59,0.29,188.0,4245.0,4.627,0.657,293.00797,42.307201,15.172,CANDIDATE
166,7.49018305,174.95037,2.7297,1123.6,2.56,76.06,753.0,5103.0,4.562,0.787,291.63898,42.436321,15.599,CONFIRMED
167,36.2761238,201.2869,4.7865,1572.6,3.03,9.29,445.0,5103.0,4.562,0.787,291.63898,42.436321,15.599,CONFIRMED
168,17.46087931,137.26594,2.2641,812.4,2.32,24.6,568.0,5103.0,4.562,0.787,291.63898,42.436321,15.599,CONFIRMED
169,56.0560754,201.16578,4.685,1626.0,1.94,0.69,233.0,3593.0,4.757,0.491,289.50848,41.812119,15.849,CONFIRMED
170,41.408316686,195.78745,5.0264,22839.0,11.38,9.93,453.0,5522.0,4.586,0.747,291.76041,41.944069,15.196,CONFIRMED
171,39.74893077,172.854644,7.3051,15179.0,14.21,21.87,552.0,6122.0,4.487,0.964,293.17929,41.969238,15.344,CANDIDATE
172,5.715425977,174.87931,2.5242,908.1,2.47,123.03,850.0,5237.0,4.572,0.826,285.11047,42.033958,15.086,CONFIRMED
173,49.18394185,141.911924,11.3364,1646.2,8.2,47.4,669.0,5626.0,3.907,2.057,294.55917,46.062328,12.654,CONFIRMED
174,20.0261412,146.91109,1.611,421.2,2.28,23.14,559.0,5237.0,4.572,0.826,285.11047,42.033958,15.086,CONFIRMED
175,13.61014819,173.987319,2.594,5732.9,19.02,68.29,733.0,5697.0,4.46,0.903,289.89777,42.009151,15.06,FALSE POSITIVE
176,10.44331991,175.4046,2.743,1159.8,2.66,46.94,667.0,4947.0,4.516,0.802,286.24356,42.148811,15.546,FALSE POSITIVE
177,2.237489571,170.81914,1.8119,315.8,1.41,427.17,1160.0,5265.0,4.58,0.81,290.00757,42.116459,15.001,CONFIRMED
178,5.851520671,173.8228336,3.11058,33004.0,14.62,155.89,901.0,5532.0,4.53,0.806,284.08731,42.233231,15.33,FALSE POSITIVE
179,3.167893418,172.147959,2.1814,781.2,2.62,526.23,1221.0,5895.0,4.503,0.94,293.81647,42.212502,15.533,CONFIRMED
180,4.311780262,173.576483,2.7251,1154.0,3.11,274.84,1038.0,5527.0,4.484,0.927,287.24268,42.301369,15.604,CONFIRMED
181,20.0504494,188.08821,4.556,840.9,2.69,35.44,622.0,5527.0,4.484,0.927,287.24268,42.301369,15.604,CONFIRMED
182,9.76734503,186.57718,1.6585,569.1,2.67,92.46,791.0,5527.0,4.484,0.927,287.24268,42.301369,15.604,CONFIRMED
183,119.0207044,222.236492,8.1405,7430.5,8.98,4.25,366.0,5453.0,4.342,1.062,291.58377,42.36816,15.085,CANDIDATE
184,190.3200468,312.68498,15.284,1141.7,7.78,7.8,426.0,5626.0,3.907,2.057,294.55917,46.062328,12.654,CONFIRMED
185,2.861159894,171.648106,1.8832,1014.3,4.37,797.1,1355.0,6126.0,4.458,1.021,291.67172,42.343109,15.618,FALSE POSITIVE
186,26.44439337,194.12074,3.9783,1843.5,3.91,23.54,562.0,5427.0,4.463,0.929,292.87338,42.966141,15.158,CONFIRMED
187,51.53997972,174.055011,6.3994,3644.3,5.51,9.67,450.0,5427.0,4.463,0.929,292.87338,42.966141,15.158,CONFIRMED
188,5.902245782,136.78393,2.9003,702.3,2.43,173.74,926.0,5427.0,4.463,0.929,292.87338,42.966141,15.158,CONFIRMED
189,2.382951591,135.080841,1.8876,391.6,1.86,583.01,1253.0,5427.0,4.463,0.929,292.87338,42.966141,15.158,CONFIRMED
190,21.02250608,207.67593,4.1072,1772.5,3.07,17.48,521.0,5067.0,4.585,0.75,294.90973,42.935261,15.859,CONFIRMED
191,3.219814777,133.00406,2.0642,488.2,1.69,234.93,998.0,5103.0,4.562,0.787,291.63898,42.436321,15.599,CONFIRMED
192,5.912273234,172.184012,2.3254,961.4,1.73,27.72,585.0,4072.0,4.696,0.57,292.13702,42.42942,15.036,CONFIRMED
193,8.98581901,175.68418,2.8606,881.3,1.65,15.9,509.0,4072.0,4.696,0.57,292.13702,42.42942,15.036,CONFIRMED
194,12.940668656,179.423014,2.4845,42450.0,22.94,64.64,723.0,5875.0,4.572,0.809,291.11969,42.507069,15.215,FALSE POSITIVE
195,20.5452375,137.91394,2.517,218.5,2.41,71.57,742.0,5670.0,4.206,1.264,294.40192,50.172089,12.003,CANDIDATE
196,33.60123371,186.680343,4.4056,7425.9,8.46,14.22,495.0,5149.0,4.447,0.93,289.26874,42.604172,15.262,CONFIRMED
