,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_teff,st_logg,st_rad,st_tmag,ra,dec,tfopwg_disp
0,2.1713484,2.0172196,656.8860989,5.8181633,22601.9485814,3127.2040524,10249.0,4.19,2.16986,9.604,112.357708,-12.69596,FP
1,1.9316462,3.166,1286.0,11.2154,44464.5,4045.0,7070.0,4.03,2.01,9.42344,122.580465,-5.513852,PC
2,1.8675574,1.408,1500.0,23.7529,2860.61,2037.0,8924.0,4.33,5.73,9.299501,104.726966,-10.580455,FP
3,2.74323,3.167,383.41,10.5098,1177.36,1631.0,5388.5,4.15,1.23369,9.3003,110.559945,-25.207017,FP
4,3.5730141,3.37,755.0,11.3113,54679.3,4260.0,9219.0,4.14,2.15,9.1355,122.178195,-48.802811,FP
5,4.55072,2.599,3620.0,6.54449,254.05,1112.0,5613.0,4.33,1.09,9.1309,120.704811,-11.101521,FP
6,2.5047918,4.3797563,2270.5402194,8.6950898,1750.932635,1649.8220699,6616.0,4.33,1.53429,9.2386,124.359239,-27.273521,FP
7,6.9989206,3.953,2840.0,14.7752,448.744,1282.0,6596.0,3.71,2.7,8.87759,112.752393,-4.463359,PC
8,2.0483755,2.767,483.0,3.19621,5644.4,1185.0,6858.5,4.2,1.57,8.9362,109.382839,13.395219,FP
9,1.9600277,2.0065257,1707.6272693,10.5098,1063.3422958,1456.4246534,8868.7,4.33,1.23369,8.4331,111.667845,-24.462111,PC
10,1.4303691,1.6438728,19151.2162143,13.2504933,1281.241792,1525.9050967,5600.0,4.48851,0.890774,12.4069,318.737012,-55.871863,KP
11,0.6808702,2.4634563,1507.8006889,5.9115908,87140.6995884,4382.0266062,9438.0,4.33,1.0,8.45086,112.293981,-21.832912,FP
12,2.4704981,2.191,250.0,1.44656,575.597,1364.0,5413.7,4.46,0.94,8.2388,113.984761,-32.841999,PC
13,0.884182,1.621,1890.0,24.8132,112144.0,5098.0,8928.0,3.92,2.72,8.12718,117.095285,6.785064,APC
14,5.4255548,3.9637474,14939.6342222,10.5098,273.5880696,1037.2753045,8868.7,4.33,1.23369,7.6095,107.286063,-31.933523,FP
15,1.4095184,0.9484999,2841.5103258,10.5098,1650.422071,1625.6180218,9307.0,4.33,1.23369,7.678,103.561602,-34.22282,FP
16,1.3730466,2.5708515,1301.5065338,42.1479417,3160.6328329,1912.3318636,4897.0,4.33,6.7996101,10.7069,122.895964,-27.971896,FP
17,12.6889415,7.9201001,3232.8527885,14.0608342,425.1594177,1158.1310368,7601.0,4.31,1.53641,10.6257,116.110771,-36.098285,FP
18,1.10422,2.37,14177.7,21.0448,39459.3,3926.0,6995.2,4.07,1.61,10.6019,124.726411,-37.78325,FP
19,4.95912,2.509,7440.0,22.9123,673.55,1419.0,5889.0,3.86,2.0,10.6254,111.716019,-50.266567,FP
20,5.2341008,3.7078139,20796.9416293,24.2931408,1453.6663847,1574.8381848,7645.0,4.3,1.56203,10.6348,120.147994,-54.878552,PC
21,4.4119378,3.65,15062.0,15.4706,653.252,1408.0,6280.0,4.32092,1.21,9.7109,87.139821,-63.988329,KP
22,3.28892,3.793,10518.9,10.5098,29832.6,3661.0,8734.2,4.1,1.23369,10.7173,128.381976,-43.828421,FP
23,1.90879,1.909,618.482,3.34688,985.807,1561.0,6022.6,4.52,1.22,10.5551,119.30075,-42.999149,FP
24,3.09574,4.475,380.0,3.4262,18087.9,3230.0,6084.0,4.13,1.41,8.72924,162.96491,-5.788708,FA
25,1.3214483,3.435,2180.0,21.8839,35623.2,3827.0,5050.8,3.56,2.99,9.697,120.837688,-51.345626,FP
26,18.0157,2.524,610.0,21.644,7.64364,463.0,4709.0,4.33,7.61,10.0814,86.820714,-72.422611,FP
27,9.6837739,2.379,4765.0,10.5098,871.997,1513.0,8598.7,4.33,1.23369,5.5324,142.521159,-51.517114,PC
28,14.2694372,6.9350494,1246.3921871,3.7255381,51.2588496,682.4360542,5690.0,4.58,0.853898,9.9138,125.434634,-51.759442,FP
29,3.2834565,1.537,1558.0,2.87648,161.092,992.0,4272.0,4.6,0.68,10.2103,167.133275,-29.653135,PC
30,11.02875,2.715,1694.0,2.76586,15.0463,548.0,4272.0,4.6,0.68,10.2103,167.133275,-29.653135,PC
31,5.0113292,1.024,1210.0,2.52314,17.1793,567.0,4272.0,4.6,0.68,10.2103,167.133275,-29.653135,PC
32,1.01606,2.843,240.0,1.20704,2784.04,2023.0,4634.0,4.64,0.68,7.9059,157.098337,-51.705409,FP
33,36.22214,5.107,7170.0,10.5098,365.719,1185.0,5801.0,4.33,1.23369,6.841,88.73909,-65.958839,FP
34,3.547854,3.494333,10424.3718,14.581841,1212.004376,1504.858953,6351.0,4.22896,1.4,11.5232,312.457488,-24.428694,KP
35,12.1246519,4.612,7279.0,17.6729,207.32,1057.0,4807.6,4.17,1.07,9.5706,155.831478,-57.590248,FP
36,5.6496834,2.5612882,1194.3338558,6.7892616,1226.2203257,1509.2524073,6415.4,3.98,1.9220001,9.7318,140.88389,-67.026006,FP
37,5.6643704,3.8087395,3491.8232968,14.7738943,7657.6621505,2385.8536488,10395.0,4.13,2.3383701,9.7611,159.221506,-42.541639,PC
38,29.0162503,6.507,1440.0,9.84223,159.189,1185.0,6113.1,4.33,2.01,10.0163,87.282586,-60.498444,FP
39,3.6344692,2.5339234,628.699015,4.2048368,5420.178349,2188.3820499,9810.0,4.43,1.60776,9.8174,134.441752,-49.000578,FP
40,6.0742782,2.5468064,6039.9909482,31.3717884,1487.6197932,1583.9546259,5964.0,3.7,2.4303801,10.1126,144.150273,-61.583182,PC
41,3.7795212,2.952,2761.0,5.98375,466.528,1294.0,5771.0,4.31,1.18,10.2855,157.867112,-42.240448,PC
42,1.2013272,3.4475374,427.3925883,3.7397226,22275.435005,3115.8482486,9158.0,4.32,1.7416101,9.0211,147.385172,-63.306478,FP
43,3.2235985,2.159,680.0,5.51341,2064.8,1185.0,8904.0,4.09,2.17,8.7157,128.454638,-49.940347,FP
44,4.420125,3.956,2466.0,10.5098,365.719,1185.0,5801.0,4.33,1.23369,8.5483,149.688545,-58.760453,APC
45,4.0872956,5.586113,3572.1712499,13.6237732,2242.3605401,1755.0767383,6036.0,3.93359,2.2186699,9.8638,319.949697,-58.148933,KP
46,2.55555,1.566,340.0,11.5901,3520.68,2145.0,10037.0,4.33,6.04,8.3854,128.61421,-61.488262,FP
47,8.30792,3.228,8350.0,43.1068,2276.25,1924.0,9081.0,3.83,3.05,8.0981,138.402252,-55.19791,FP
48,0.7581018,1.078,780.0,10.0744,17894.0,3222.0,9917.0,3.75,3.51,9.718,141.975215,-61.33004,PC
49,1.4415577,2.349,507.0,3.61078,16861.8,3174.0,6902.0,4.25,1.52,9.5719,128.302319,-52.714202,FP
50,1.0085089,1.642,3051.0,10.5098,365.719,1185.0,5215.2,4.33,1.23369,10.0031,153.811023,-58.766393,PC
51,3.7039994,4.277,7590.0,17.57,3546.13,2149.0,7013.8,4.21,1.9,9.6306,159.887704,-32.51188,FP
52,1.3042588,1.643,747.4366999,5.38606,7170.41,2563.0,6762.0,4.11,1.75,10.0119,126.419468,-60.907514,FP
53,0.62627,0.666,1880.0,5.72162,3235.57,2101.0,5622.0,4.5,0.93,10.2355,144.581535,-67.505097,FP
54,0.30412,0.748,1330.0,10.417,280833.0,6413.0,11892.0,4.14,2.52,8.802,136.527702,-54.903922,FP
55,2.1805277,2.969175,16340.1353205,16.808853,1770.4650539,1654.404068,6599.0,4.21017,1.2714601,11.0657,253.768848,-28.710584,KP
56,2.1846669,2.86528,11708.0228549,13.7028527,1362.1381428,1549.4409801,5630.0,4.37759,1.23824,9.4995,337.457824,-48.003099,KP
57,3.7354838,4.142,17030.0,21.2315,1292.19,1670.0,6650.0,4.1639,1.57,11.0261,239.962248,-28.061794,KP
58,21.701669,8.2676424,211.6567325,2.3751494,52.095,685.2,5625.0,4.438,1.56486,7.1278,40.365939,-71.462749,FA
59,9.139804,3.0912936,358.4157801,3.0629855,243.011763,1006.9932829,5958.2,4.34,1.58,9.0197,337.510274,-75.646561,CP
60,5.742625,2.860293,1105.760867,13.088532,365.719,1185.0,5664.0,3.26574,3.86959,8.8849,290.977117,-33.351416,FP
61,15.5077855,4.565,513.0,2.43432,88.0718,853.0,6122.0,4.30881,1.17,8.4362,302.114174,-54.317501,CP
62,17.4713142,4.05,1118.0,3.1646,61.9515,781.0,5783.54,4.49925,0.97,8.0888,293.286615,-54.532728,CP
63,5.3079507,3.2158594,391.3830934,3.0486928,603.2401116,1263.9861129,6124.3,4.38,1.36963,9.6663,339.258703,-76.917605,PC
64,51.1710414,6.4793585,864.8547045,2.7958807,11.2145624,466.7295868,5599.0,4.46138,0.943356,9.4091,127.996917,-78.407564,PC
65,11.1296441,7.0473822,951.6169809,12.8402271,1255.6817164,1518.2372485,5785.0,4.344,3.4475601,9.3781,288.911772,-31.790813,PC
66,9.4496506,2.021,19750.0,17.0216,38.5799,694.0,5509.0,4.39758,0.94,9.7825,269.714503,-60.922727,PC
67,2.8493825,3.567,8049.0,16.3869,2005.83,1864.0,6900.0,4.438,1.77,10.3157,68.959816,-64.027039,KP
68,2.0685633,0.373,502.0,3.89739,24.409,619.0,5687.9,4.6,1.14,9.6652,299.290995,-48.934476,APC
69,0.540933,1.674337,257.347459,2.28501,365.719,1185.0,5525.0,4.25342,1.21935,9.7345,284.688908,-41.242483,FP
70,4.1150576,1.08,487.0,2.30057,77.3573,826.0,5394.0,4.50942,0.89,9.478,38.120968,-78.023683,CP
71,10.0665634,1.981,640.0,2.09966,23.8187,615.0,5552.0,4.61783,0.79,9.0689,230.555493,-83.056214,PC
72,6.4438657,1.9309449,1121.9512275,2.460344,60.831305,712.2812841,4803.0,4.52079,0.737189,10.0059,296.003935,-47.56203,CP
73,12.2265595,2.1904379,1206.3693293,2.6014766,25.8970378,575.3502049,4803.0,4.52079,0.737189,10.0059,296.003935,-47.56203,CP
74,2.160344,1.828854,19357.992992,22.503541,365.719,1185.0,5780.0,4.32928,1.2,13.2851,286.36675,-50.06735,KP
75,4.606184,3.121643,13793.034867,12.962219,365.719,1185.0,5670.0,4.3925,1.07,11.9707,285.096517,-54.893341,KP
76,3.1316735,2.4579197,14915.6943722,9.4995191,148.6544991,890.5622134,4351.0,4.438,0.76701,13.1686,288.672005,-59.57935,KP
77,3.180362,2.111521,21192.463324,13.446487,365.719,1185.0,5498.0,4.47934,0.92,13.2887,284.399762,-49.138513,KP
78,2.9776446,2.962,13022.0,14.4339,758.324,1461.0,5703.0,4.25824,1.22,10.4293,289.479212,-32.860124,KP
79,3.9502008,4.444,13914.0,20.5357,1009.38,1570.0,6153.0,4.18077,1.71,9.6433,313.783239,-34.135751,KP
80,2.9776152,3.25697,43218.111683,26.88423,873.27,1386.5,5740.0,4.29219,1.28,15.7114,289.478541,-32.861327,FP
81,3.553814,2.056578,9979.266691,12.539744,365.719,1185.0,5639.0,4.37172,1.07973,11.5803,280.184169,-58.459388,KP
82,12.8379689,9.8464123,10539.0192794,25.4886382,374.129,1225.0,5765.0,4.34773,2.4494,11.7106,75.627307,-72.913998,FP
83,3.9228016,1.8736007,31510.9004906,13.3368705,91.167589,788.0973496,4444.0,4.438,0.6983,13.6699,287.484402,-49.664942,CP
84,13.9427597,3.7732511,1351.4876372,2.8501548,28.093,587.18,5206.0,4.63095,0.741671,10.6339,310.761004,-72.010267,PC
85,0.6047427,0.988221,912.4406978,1.8764454,528.02,1222.6,4046.0,4.60963,0.653189,11.1186,309.971209,-65.449699,CP
86,2.5495659,2.5932887,14992.7247936,12.8879433,757.1265011,1337.863673,5659.0,4.44653,1.03997,11.2474,294.633694,-55.330269,KP
87,1.6062693,1.9561305,16725.3019333,12.6436029,844.2700581,1374.8018137,5192.0,4.4617,0.984326,13.461,173.810798,-88.096213,PC
88,0.5182385,0.7499959,797.2618567,1.1403833,255.1432066,1019.3322198,3325.0,4.88693,0.390989,10.1165,306.928646,-56.462287,CP
89,3.1644075,2.0576293,5603.4635466,14.8814743,2206.1550476,1747.9490013,6519.0,4.22068,1.7234,13.1284,283.119492,-55.387928,PC
90,3.0440541,2.5984575,22236.0165376,12.1086799,315.9871326,1075.3184542,5523.0,4.52192,0.809868,13.163,316.96148,-26.09672,KP
91,3.9652485,1.0112593,3680.7544436,1.2305102,5.2829448,386.6684768,3296.0,4.96636,0.199988,12.7067,276.368325,-52.214573,PC
92,2.98278,3.109528,6136.231662,11.467011,365.719,1185.0,6027.0,4.29978,1.23975,11.5247,282.140409,-40.11177,PC
93,16.3469053,3.5865698,2212.4257252,3.5059571,8.9995944,441.7489067,4310.0,4.57345,0.649613,11.8835,83.275809,-80.815478,PC
94,12.9802713,2.828721,2883.0717209,3.2077972,4.7341346,376.2096224,3614.0,4.81257,0.491323,12.0936,296.822194,-87.32281,PC
95,1.3484955,2.4052414,18542.7758196,15.9189668,2706.9622213,1839.6715758,6346.0,4.38484,1.14759,12.2851,268.890707,-61.7474,KP
96,3.2541181,4.341,13620.0,14.9476,1436.45,1185.0,6102.0,4.28649,1.28,11.6577,77.605399,-59.535664,APC
97,3.7178828,5.5277827,4864.8405125,14.6986197,1925.1426172,1689.4116185,5818.0,4.33787,2.0840001,12.2303,305.56982,-88.568495,PC
98,9.30992,3.464,2220.0,14.2968,215.208,1067.0,6907.0,3.63,3.09,9.4142,238.001011,-76.49349,FP
99,1.15395,2.236,1550.0,5.48364,3534.3,2148.0,6093.0,4.2,1.4,10.4613,272.311383,-76.300955,FA
100,4.73703,3.902,2410.0,25.7144,53821.0,4243.0,11600.0,4.13,2.48,10.3918,228.84306,-52.885989,FP
101,2.7667479,2.5998083,14853.8243821,12.0222507,505.8869654,1209.5758909,5346.0,4.48823,0.984866,13.2366,313.215475,-25.687376,KP
102,2.19296,4.586,4933.74,22.7769,31883.5,3722.0,7009.8,3.6,2.95,10.0196,242.016315,-68.588832,FP
103,1.725841,3.674,2710.0,15.0024,50469.2,4175.0,7348.0,3.9,2.39,9.3529,222.101134,-56.025931,PC
104,1.1923,3.119,3730.0,30.666,40771.2,3958.0,6534.0,3.95,2.04,9.0039,217.022882,-64.634285,FP
105,11.47606,6.083,3050.0,10.5098,365.719,1185.0,5801.0,4.33,1.23369,10.0067,215.805264,-63.045983,FP
106,0.5971314,0.468,910.0,9.08382,1596.43,1760.0,7710.0,3.98,2.28,9.9806,230.498827,-53.819601,APC
107,1.4821401,1.779,1830.0,11.9167,2370.97,1944.0,7066.0,3.78,2.66,10.4291,133.968965,-75.926187,PC
108,0.9209526,1.8602735,360.8801529,5.7349089,32740.3629399,3430.7622437,6553.0,3.65,2.8908899,10.11,133.826684,-73.173308,FP
109,9.1885056,2.482,420.0,2.17371,72.0326,811.0,5876.0,4.48,0.98,8.7215,189.775859,-74.57402,CP
110,13.9028391,2.1264429,647.2701039,2.6136848,77.4841883,756.6987586,5876.0,4.48,0.983215,8.7215,189.775859,-74.57402,CP
111,10.1826983,2.8275109,667.4752458,3.0538057,198.394783,957.1991659,6153.0,4.34814,1.14582,8.7581,192.589285,-88.121111,CP
112,6.441006,1.812,914.0,2.56374,87.8902,853.0,4867.0,4.438,0.8,7.3661,328.718171,-77.338802,CP
113,3.1743474,2.6515124,15154.038161,14.4066833,718.9106151,1320.652244,5943.0,4.42524,1.15706,11.6714,5.618525,-59.942589,KP
114,20.0734756,4.044,1160.0,4.23693,96.2573,872.0,6033.0,4.37,1.15,10.5135,9.126138,-83.567067,PC
115,2.6690078,1.7690728,3344.0407571,10.2264744,1697.6918898,1637.1349048,5803.5,4.07,1.56013,10.5891,319.551469,-77.529113,FP
116,6.63371,2.122,1555.34,2.75375,365.719,1185.0,4138.1,4.54,0.63,10.5652,263.003209,-76.858265,FP
117,2.94308,4.073,4490.0,45.3525,2533.34,1976.0,4437.0,4.33,3.13,10.5598,310.086743,-63.789963,PC
118,341.2811281,6.303026,972.5797241,4.7531892,121.1597998,846.173434,6058.6,4.2,1.39203,7.5622,279.721286,-85.709137,PC
119,10.8681705,2.33,1420.0,2.86547,15.9782,556.0,4664.0,4.55,0.76,10.2809,146.053969,-89.471513,CP
120,11.1149,2.26,900.0,14.7645,21.9713,603.0,5042.0,4.33,4.94,10.0717,253.110033,-79.135182,PC
121,4.0782392,4.8475616,6046.6959687,13.898174,1619.0081232,1617.8267296,6501.0,4.08,1.74836,10.0068,155.607863,-82.218869,CP
122,7.14386,1.467,11146.4,22.1531,365.719,1185.0,7860.0,4.15,1.91,9.941,274.221618,-68.197779,FP
123,7.04083,2.979,1580.0,8.46404,852.336,1505.0,5317.0,4.49,0.91,9.7906,30.198486,-77.610376,FP
124,2.1061569,1.4688934,12142.2238514,13.086872,691.8428073,1308.0417533,5380.0,4.4337,0.940697,13.183,0.774487,-62.469317,KP
125,2.4545635,2.321,4248.0,11.1276,2162.73,1899.0,6610.0,4.15,1.64,9.6789,286.791829,-58.697242,FP
126,11.4756978,0.808,8341.0,14.1098,11.4585,512.0,7262.0,4.0,2.13,9.3871,291.373783,-60.941042,FP
127,2.78186,2.456,490.0,4.92567,1323.21,1680.0,6819.0,3.92,2.21,9.5162,163.628917,-87.269735,FP
128,6.4410082,1.798,7076.0,4.59203,8.2114,471.0,3469.0,4.71,0.53,9.66865,328.710839,-77.337433,FP
129,2.4887726,2.632,4852.0,10.5098,773.3029498,1344.9531805,8048.0,4.438,1.23369,8.1129,302.147728,-71.552443,APC
130,4.45199,2.109,8483.38,15.8858,1013.74,1571.0,6708.3,4.2,1.57,10.526,283.301843,-54.910806,APC
131,5.00999,1.7024171,463.4617977,2.1930769,210.6675109,971.6707749,5551.0,4.46214,0.906282,9.5268,27.699972,-75.848774,PC
132,2.2281625,2.015,630.0,2.56778,702.927,1434.0,5731.0,4.43,1.02,10.4055,273.602061,-66.419974,PC
133,4.13812,3.911,5560.0,10.5098,613.964,1386.0,4898.4,4.33,1.23369,10.5084,277.432937,-44.625506,FP
134,10.95663,3.588,3830.0,23.9726,619.065,1389.0,6456.0,3.92,2.07,10.5024,292.604815,-46.278074,APC
135,2.4997996,2.865171,14621.2059647,13.8516093,907.8624196,1399.9894384,5650.0,4.28867,1.13732,11.6035,55.933639,-65.19378,KP
136,1.66226,3.321,6030.0,13.3343,7149.89,2561.0,7301.0,4.23,1.64,10.4063,293.389272,-45.892667,FP
137,4.07611,2.062,1454.18,10.5098,365.719,1185.0,5801.0,4.33,1.23369,11.0605,269.648642,-46.065523,FP
138,3.6245513,3.042,1299.0,4.3503,919.571,1185.0,6317.0,4.33,1.38,10.2934,281.369481,-52.262928,FP
139,1.20928,1.886,11883.8,15.1764,365.719,1185.0,5159.8,4.23,1.27,10.2398,292.391505,-37.304009,APC
140,3.5187707,2.408,5634.0,14.0061,2000.01,1863.0,6690.0,4.24,1.49,7.2235,300.212928,-43.982529,APC
141,0.7724825,1.3744974,211.3168519,4.1624907,60276.5000547,3996.2877922,8271.0,3.95,2.5027299,8.0465,298.287708,-46.369991,PC
142,1.6268695,3.231,1502.0,2.36498,1946.23,1850.0,5034.0,4.64,0.73,10.3579,279.062469,-43.620606,FP
143,2.32439,4.453,2704.18,10.5098,365.719,1185.0,8268.5,3.93,1.23369,7.3163,292.195297,-36.00026,FP
144,13.5499,1.795,1180.0,6.24633,31.6652,660.0,6209.0,4.09,1.63,9.7298,289.761799,-43.074223,FP
145,4.43651,3.365,1520.0,19.9664,8233.41,2653.0,7101.9,3.91,2.32,8.7823,284.157959,-29.398357,FP
146,3.372877,2.63426,17163.60419,14.201803,615.165921,1270.187448,6050.0,4.45061,1.02,12.1893,332.714337,-30.749719,KP
147,8.34998,1.836,16680.0,11.1424,19.9348,588.0,4236.0,4.52,0.74,10.1429,286.376004,-41.43764,CP
148,4.0686405,1.8373729,2650.0950013,3.7548333,84.108766,772.378302,4236.0,4.52,0.741921,10.1429,286.376004,-41.43764,CP
149,0.5860366,0.8098934,410.5241553,4.906408,26813.1057089,3263.6721812,5579.0,3.67,2.39803,9.2872,248.433545,61.718334,PC
150,1.5502952,2.938,411.0,3.34528,10796.6,2839.0,7851.0,4.17,1.86,9.2293,298.781281,54.781445,FP
151,1.80709,3.297,450.0,4.86242,7233.01,2569.0,6244.0,3.84,2.2,9.11458,294.824079,31.958037,FP
152,18.6922101,7.765,11126.0,18.1458,282.175,1141.0,6277.0,4.09,1.65,9.03609,290.02096,36.637774,FP
153,8.0277431,5.005,5709.0,9.34528,901.305,1526.0,5962.7,4.38,1.15,9.02855,193.39637,85.129495,CP
154,12.5187279,5.38,2320.0,5.58857,626.362,1393.0,5729.0,4.47,0.98,8.9361,192.184898,64.855276,CP
155,6.2586065,3.201,813.0,2.51593,232.392,1087.0,5729.0,4.47,0.98,8.9361,192.184898,64.855276,CP
156,26.3208756,4.414,800.0,2.71349,26.4328,631.0,5729.0,4.47,0.98,8.9361,192.184898,64.855276,CP
157,18.8047556,4.5912749,628.5897125,2.5408067,48.4454274,672.8727606,5729.0,4.47,0.977727,8.9361,192.184898,64.855276,CP
158,1.3206356,1.6000996,1052.4255997,34.7561624,3652.2582486,1982.7142102,4919.6,4.33,6.3070302,9.00558,301.17768,30.409951,PC
159,0.64971,2.076,620.0,6.23181,83182.0,4731.0,9994.0,4.02,2.59,8.90601,291.463084,25.189437,FP
160,4.4780483,7.4415595,1342.5237,10.5479744,2736.7322838,1844.7088377,7947.0,4.2,1.82629,8.86193,304.034336,31.925687,PC
161,3.2887878,3.4163602,6985.0891761,10.4354627,759.3379892,1338.839545,5800.0,4.28004,1.24175,10.6103,63.374706,-69.226593,KP
162,13.7429532,2.4486586,5400.6190333,15.9133312,157.5829962,903.6434146,5941.5,4.33,1.3420399,8.88797,264.961539,56.078974,FP
163,16.9487087,4.2887767,156467.5479643,45.2204505,78.263287,758.5937679,5894.7,4.37,1.1179,8.8523,247.534722,80.307766,FP
164,3.3686634,3.012,3288.0,42.2321,9856.24,2775.0,7518.0,3.82,2.68,8.64028,290.708965,56.615386,FP
165,11.2071839,4.366,3276.0,17.4989,813.063,1487.0,6152.0,3.84,2.24,8.63287,182.538652,77.352264,FP
166,4.8878023,2.18,4310.0,5.28325,65.1925,791.0,4757.3,4.56,0.76,8.5077,297.710176,48.081864,KP
167,2.97164,1.534,7350.0,10.5098,3089.18,2076.0,8562.5,4.33,1.23369,8.5011,291.92142,36.529898,FP
168,0.660179,1.6349369,473.0939303,6.1672487,252487.7638842,5717.1532477,8598.7,4.1,2.62432,8.40386,292.286802,30.297329,FP
169,10.9278415,2.468,2743.0,49.1695,270.142,1129.0,6259.0,3.59,2.92,8.36544,266.962207,83.428826,FP
170,5.5514888,4.335,9493.0,15.8043,802.858,1482.0,6403.9,4.16,1.55,7.9179,161.909027,71.655727,KP
171,2.3202418,2.3817612,5082.9417064,10.5098,22262.0513573,3115.3801229,8737.5,4.33,1.23369,7.9172,300.774016,26.892025,APC
172,4.7423785,2.5318098,12264.0798735,10.3896303,209.7694575,970.6335828,5377.0,4.42476,0.877585,13.0417,6.70264,-56.316102,KP
173,1.4810903,4.1588291,6788.5145388,20.3402421,33326.7304874,3446.0210572,9435.0,4.11,2.28773,7.58204,307.8599,39.938916,KP
174,3.4741012,3.317,15748.0,21.2912,3453.07,2084.3330866,8894.8,4.38,1.62,7.55216,294.661413,31.2192,KP
175,6.5011911,5.5463587,4501.3454064,10.5098,214.9638584,976.5873888,5485.0,4.33,1.23369,8.0348,283.489697,37.380825,FA
176,6.0360697,1.805,689.0,8.51175,1240.89,1653.0,6528.3,4.21,1.69,8.40534,182.691562,85.705076,APC
177,21.745537,4.196,659.0,2.10208,28.2504,642.0,5704.0,4.51,0.93,9.3188,254.924043,64.699214,PC
178,1.32003,3.175,552.468,10.5098,365.719,1185.0,5801.0,4.33,1.23369,9.711,309.275852,32.471019,FP
179,1.6865822,2.429,1770.0,10.5098,365.719,1185.0,5801.0,4.33,1.23369,9.7032,300.419309,26.971662,FP
180,13.0727479,3.044,4080.0,35.7944,221.343,1074.0,5709.8,3.37,3.59,9.6043,144.341393,68.458705,FP
181,2.92564,4.027,6572.91,11.6113,365.719,1185.0,4884.5,4.33,1.3,9.5967,293.427359,29.596296,FP
182,0.73774,0.636,524.852,5.28215,365.719,1185.0,6449.5,3.94,2.1,9.5937,282.42081,48.098942,FP
183,2.7985794,2.3401436,16701.5502513,11.7640752,332.5563668,1089.1459134,4920.0,4.49371,0.906655,11.0443,357.846434,-70.152862,KP
184,2.3664127,2.591,300.0,10.5098,365.719,1185.0,5801.0,4.33,1.23369,9.577,301.317709,30.67067,FP
185,1.7635873,3.3034223,7801.5687927,10.5098,4461.158464,2084.4028681,7986.1,4.33,1.23369,10.2306,286.971388,46.868246,KP
186,7.3166586,3.255,3210.0,10.5098,1221.82,1647.0,8730.0,4.33,1.23369,9.65306,305.289344,41.462366,PC
187,3.0771612,2.6914319,4703.2844346,10.5098,2636.8654415,1827.6445751,9311.3,4.33,1.23369,9.47751,294.091757,19.639255,PC
188,3.2077145,2.708,9640.0,10.5098,365.719,1185.0,5801.0,4.33,1.23369,9.329701,307.336613,37.508561,FP
189,2.2552845,2.05,20820.0,14.688,549.715,1348.0,5787.0,4.5,0.96,9.76703,232.146641,66.35871,KP
190,1.88327,2.472,846.992,3.79016,365.719,1185.0,5900.4,4.39,1.18,9.7604,293.764981,37.53859,FP
191,15.196,1.792,1970.0,4.96345,365.719,1185.0,5807.0,4.33,1.14,10.3874,198.152378,71.618139,FP
192,2.1358631,1.559,10325.0,23.6019,1540.95,1745.0,5969.0,4.17,1.5,10.381,301.710466,38.431023,FP
193,6.7075429,2.125,11920.0,17.4647,225.822,1079.0,6134.3,4.33,1.24,10.6405,134.120039,72.533276,PC
194,3.5862962,3.3710943,5729.3246858,16.4747611,1787.5955937,1658.3915202,5704.8,3.84,2.00441,11.7806,15.006077,-58.904724,KP
195,0.91397,1.955,883.802,10.9073,12286.1,2933.0,7875.0,3.61,3.34,10.349,300.805115,52.040842,FP
196,11.18644,3.227,4181.94,14.9183,365.719,1185.0,7266.0,4.06,2.1,10.3075,299.273862,35.988359,FP
197,7.85694,5.935,19580.4,10.5098,365.719,1185.0,5801.0,4.33,1.23369,10.3018,282.474539,55.26639,FP
198,7.0643978,2.424,8268.0,9.39131,104.311,890.0,5429.6,4.44,0.96,10.2938,197.683097,70.768012,CP
199,8.9534775,2.696,1136.0,2.35888,45.5604,723.0,5029.5,4.61,0.76,10.2549,209.217175,68.618211,PC
200,7.5022708,2.605,1760.0,5.55812,129.866,940.0,6229.0,4.31,1.27,10.2026,289.238688,31.323574,FP
201,14.0077711,5.759,6170.0,12.764,200.505,1048.0,6557.7,4.18,1.57,10.1772,247.35668,71.505873,PC
202,1.69127,3.206,718.149,10.5098,365.719,1185.0,9121.5,4.21,1.23369,10.1617,297.30004,41.326844,FP
203,2.6652139,3.422,710.0,2.32848,2660.44,2000.0,4043.4,4.69,0.56,10.1358,279.101036,55.391781,FP
204,1.2615293,1.1243955,2614.9223065,4.72153,708.1837649,1315.6980807,4927.9,4.57,0.775123,10.1313,187.055897,67.240043,APC
205,6.0344667,1.89,1800.0,4.44029,64.2648,788.0,5586.0,4.36763,1.05,9.179,349.559266,-56.903986,CP
206,9.6867391,2.585,1746.0,3.0697,59.009,772.0,4738.1,4.59,0.73,10.112,214.555774,82.193764,PC
207,2.1031942,3.993,7124.0,16.7087,3297.3,2111.0,6122.0,3.93,1.93,10.079,297.215817,64.354351,CP
208,7.6416041,2.654,6025.0,27.538,478.683,1303.0,6496.7,4.33,2.05,10.0049,201.614657,65.306346,FP
209,5.9294073,3.315,10286.0,11.5196,456.893,1185.0,5095.6,4.33,1.06,9.9478,286.74712,71.712377,FP
210,5.7484351,1.654,1050.0,2.28087,24.3319,618.0,4534.0,4.61,0.69,9.9469,272.20452,60.678785,PC
