,orbital_period,transit_duration,transit_depth,planet_radius,insolation_flux,equilibrium_temperature,stellar_teff,stellar_logg,stellar_radius,stellar_mag,ra,dec,target
4028,47.3329299,2.708,931.5,2.18,5.25,386.0,4987.0,4.602,0.716,15.391,292.46976,37.567791,CONFIRMED
4029,13.787520532,2.55435,12978.0,25.33,170.01,921.0,6399.0,4.312,1.289,12.14,293.09286,45.691841,FALSE POSITIVE
4030,3.7115129,2.685,12280.0,13.941,399.006,1245.0,5973.0,4.31,1.22,11.9692,54.989595,-83.088518,CANDIDATE
4031,591.37382,4.35,245.0,2.2,1.65,289.0,6609.0,4.183,1.391,12.913,296.94693,44.553761,FALSE POSITIVE
4032,11.56722589,2.507,373.7,1.29,24.64,568.0,4597.0,4.59,0.691,15.674,284.61008,42.687431,CANDIDATE
4033,2.1356844,1.8893368,28827.494553,11.4989584,96.5828777,799.5484484,3678.2,4.33,0.666652,13.3147,36.156146,-65.000196,CANDIDATE
4034,4.783002698,2.335,1008.7,2.5,145.48,886.0,5170.0,4.574,0.807,15.119,287.09399,39.060719,CANDIDATE
4035,7.8374554,4.754,188.0,2.26966,467.43,1295.0,6289.7,3.99,1.86,9.0529,45.310382,-75.203308,CANDIDATE
4036,6.2820426,7.941,1413.0,23.76,3938.81,2021.0,6635.0,3.511,3.798,11.059,295.61594,39.196709,FALSE POSITIVE
4037,25.9421582,4.045,569.7,1.95,14.85,501.0,5167.0,4.585,0.796,14.817,285.2962,46.603439,CONFIRMED
4038,4.8026561,1.1658648,4358.1157678,1.4202459,4.4510969,370.455897,3231.0,5.04064,0.213459,13.3081,292.313979,65.973802,CONFIRMED
4039,0.698461304,0.7887,134.4,14.81,168689.02,5173.0,4676.0,2.577,12.558,13.586,295.34222,48.856152,CANDIDATE
4040,3.69298623,1.7744,763.3,1.74,72.66,745.0,4402.0,4.682,0.572,14.265,285.60254,50.112041,CONFIRMED
4041,8.0379975,3.287,320.0,7.65886,83.2088,841.0,5022.0,4.33,5.14,9.12551,113.133261,75.789688,CANDIDATE
4042,0.358558,0.274,960.0,8.24018,948.501,1546.0,6813.5,4.16,1.67,11.1947,105.308337,41.129691,CANDIDATE
4043,4.059428737,5.26926,245220.0,67.38,1059.83,1455.0,6610.0,4.281,1.33,13.374,290.42838,44.787331,FALSE POSITIVE
4044,2.0685871,0.598,38060.0,12.5176,6.13725,438.0,3162.0,4.92,0.31,14.5982,229.00618,62.718259,CANDIDATE
4045,3.49550335,3.799,60.9,0.66,322.8,1081.0,5582.0,4.551,0.85,14.248,293.66177,38.964748,FALSE POSITIVE
4046,4.7155974,3.4748078,11242.4339671,18.3601489,821.3764221,1365.3855665,5873.0,4.08,1.5585099,12.72,109.305384,70.780189,CANDIDATE
4047,6.5479496,2.331,988.0,2.28629,98.978,878.0,4853.5,4.61,0.73,12.1821,63.937745,-62.725017,CANDIDATE
4048,7.6746614,1.9374,503.0,2.8,198.67,957.0,6063.0,4.47,1.001,15.44,296.13141,47.43882,CANDIDATE
4049,4.0463709,3.0383534,27706.6329031,18.1541478,446.0901861,1172.1290154,5805.0,4.41,1.05486,13.5134,8.659679,-32.166578,CANDIDATE
4050,214.881456,9.581,759.2,2.68,1.59,286.0,5323.0,4.378,0.995,15.188,286.05243,39.09605,CONFIRMED
4051,1.7904917,1.223,47315.0,11.4109,31.6712,660.0,3425.0,4.78,0.46,14.4506,60.424695,60.891368,CANDIDATE
4052,3.74788208,4.183,153.4,0.94,216.97,979.0,5340.0,4.593,0.777,15.527,290.96017,50.284679,FALSE POSITIVE
4053,7.41634701,2.1362,505.5,1.24,21.1,547.0,4156.0,4.712,0.545,15.434,299.26804,45.227428,CONFIRMED
4054,0.643002821,1.02608,2671.5,36.82,5409.39,2188.0,5681.0,4.315,1.036,14.984,289.07111,40.978809,FALSE POSITIVE
4055,4.22464216,1.403,987.0,4.31,631.55,1279.0,6343.0,4.408,1.14,15.341,294.69772,38.364159,CANDIDATE
4056,5.7525195,3.718,8852.0,10.5098,365.719,1185.0,5801.0,4.33,1.23369,9.933,260.799238,-51.024433,CANDIDATE
4057,160.4122022,4.92,2538.0,4.45,1.26,270.0,5269.0,4.62,0.727,15.407,293.20773,41.698582,FALSE POSITIVE
4058,5.1660127,3.01966,1263.5326305,4.1062551,381.0617054,1126.8564017,5927.0,4.37728,1.11457,11.2571,37.938574,-5.514987,CANDIDATE
4059,5.36777,4.271,6650.0,14.2607,747.132,1456.0,6561.0,4.1,1.72,11.3151,7.709529,-40.573461,CANDIDATE
4060,5.77451117,3.752,156.3,1.87,544.74,1232.0,5821.0,4.127,1.492,15.589,294.01529,42.824371,CANDIDATE
4061,4.22426989,4.22,13.6,0.35,309.32,1069.0,5735.0,4.501,0.883,11.756,296.33688,43.60009,CANDIDATE
4062,371.63327,14.92,107.0,1.83,2.36,316.0,5802.0,4.073,1.59,11.443,286.39584,43.075821,FALSE POSITIVE
4063,2.564012541,0.9433,2551.9,7.27,2065.56,1720.0,6274.0,4.139,1.428,14.121,297.62299,42.09882,CANDIDATE
4064,3.6022715,2.752,9700.0,14.4799,582.883,1368.0,6338.0,4.21,1.45,12.5401,87.952472,71.290609,CANDIDATE
4065,18.11208877,6.7828,116630.0,96.62,307.27,1068.0,7323.0,4.167,1.722,13.627,294.24017,40.00745,FALSE POSITIVE
4066,5.7238582,3.8545141,8682.2466029,11.6470757,434.1768781,1164.2236638,6086.0,4.31517,1.23052,11.2791,33.131092,51.778775,CANDIDATE
4067,273.169948,2.701,283.3,2.8,4.08,362.0,5880.0,4.035,1.65,13.831,283.16446,41.778519,FALSE POSITIVE
4068,17.47702,54.52,138.3,0.93,49.24,676.0,6116.0,4.579,0.782,14.547,288.6496,46.597752,FALSE POSITIVE
4069,6.8424955,3.002,8290.0,13.2084,439.995,1185.0,5766.0,4.438,1.13,9.9176,20.610639,26.925729,CANDIDATE
4070,145.786556,4.891,378.0,1.82,2.84,331.0,5578.0,4.44,0.95,14.41,285.66006,46.143471,CANDIDATE
4071,3.71545593,2.558,331.7,1.46,237.42,1001.0,5296.0,4.538,0.808,15.956,295.76614,42.424278,CONFIRMED
4072,1.8286,3.464,25861.1,22.8859,13385.3,2996.0,6046.3,4.43,1.29,10.4849,317.729186,72.615356,FALSE POSITIVE
4073,3.00363219,3.732,101.2,1.43,1441.44,1571.0,6309.0,4.217,1.32,12.476,293.64841,38.976021,FALSE POSITIVE
4074,6.09406648,2.085,3027.0,54.54,953.63,1417.0,6785.0,4.162,1.666,9.58,287.0574,37.991367,FALSE POSITIVE
4075,6.198273591,7.53837,47303.0,19.81,222.23,985.0,6038.0,4.524,0.898,15.67,297.62027,40.943089,FALSE POSITIVE
4076,1.10833,2.288,1060.0,4.58274,4415.23,2270.0,5972.0,4.08,1.4,10.186,184.259218,-51.075153,FALSE POSITIVE
4077,1.763587535,3.16877,4590.6,21.42,37958.27,3559.0,9107.0,3.867,3.031,9.958,286.97119,46.868359,CONFIRMED
4078,11.9710626,2.7607,421.8,5.84,280.97,1044.0,6312.0,4.127,1.464,13.768,297.40097,43.042782,FALSE POSITIVE
4079,11.3689753,5.492,5979.0,9.89847,206.513,1056.0,6076.0,4.26,1.31,12.4889,111.171233,58.549323,CANDIDATE
4080,543.8772779,11.1301666,480.1419727,3.5243776,1.2295469,268.5690901,5490.04,4.02198,1.5819,8.3498,256.843102,62.475548,CANDIDATE
4081,0.503199724,1.117,275.6,1.06,819.89,1363.0,4013.0,4.639,0.63,14.155,286.1767,42.196529,FALSE POSITIVE
4082,520.58269,2.264,348.0,1.94,0.83,244.0,6210.0,4.45,1.033,14.027,293.55038,42.67226,FALSE POSITIVE
4083,22.470494368,7.39097,45979.0,19.12,17.04,518.0,5315.0,4.636,0.697,12.723,291.7309,44.622631,FALSE POSITIVE
4084,43.9438891,5.26,154.8,1.12,15.41,505.0,6008.0,4.537,0.875,14.685,293.31909,48.518608,CANDIDATE
4085,4.9197461,3.023,10380.0,12.6447,275.438,1134.0,5822.0,4.3,1.21,13.1606,103.204081,-44.550824,CANDIDATE
4086,1.6031794,0.91,421.1,2.39,676.51,878.0,5767.0,4.438,1.0,14.653,290.55728,50.832722,FALSE POSITIVE
4087,8.480303653,7.48907,81428.0,22.25,79.65,762.0,5385.0,4.565,0.787,13.183,298.79532,46.670448,FALSE POSITIVE
4088,4.0802864,4.6,1405.9675071,3.2287724,45.1713284,661.2039892,5544.0,4.5609,0.857648,9.76775,172.747799,66.796529,FALSE POSITIVE
4089,12.37679312,3.85,421.1,2.39,141.6,878.0,5767.0,4.438,1.0,11.926,290.55237,48.126263,CANDIDATE
4090,3.581083,3.454,760.0,17.1017,6158.1,2467.0,9503.0,4.33,5.96,8.951,39.891102,62.433306,CANDIDATE
4091,0.933753371,4.438,47.3,1.44,22850.9,3137.0,7286.0,3.998,2.056,13.231,292.76028,47.448299,FALSE POSITIVE
4092,2.9204289,2.679,10330.0,12.9535,470.192,1297.0,5508.0,4.36,1.08,12.9072,226.112079,-66.203063,CANDIDATE
4093,2.103239235,7.08365,314930.0,64.15,1100.91,1470.0,6074.0,4.466,0.965,14.169,290.91058,43.92947,FALSE POSITIVE
4094,18.0892103,2.5607235,5526.7158766,22.2024283,221.7006105,984.1503966,7403.0,4.13809,1.8368599,8.2488,101.188744,-36.657354,CANDIDATE
4095,186.65435483,10.51,421.1,2.39,141.6,878.0,5767.0,4.438,1.0,15.141,285.74298,44.85783,CANDIDATE
4096,1.045492348,2.933,28.7,0.83,6522.69,2291.0,6057.0,4.088,1.457,12.804,289.0787,39.04034,FALSE POSITIVE
4097,18.2050594,3.347,10830.0,9.06591,12.1018,519.0,4880.9,4.5,0.83,12.6811,149.366582,5.171006,CANDIDATE
4098,5.0182311,2.301,16210.0,13.248,112.463,907.0,5487.0,4.41,1.02,13.3848,310.743276,70.275792,CANDIDATE
4099,0.9776805,0.7657397,965.3175192,3.3784252,1378.7254797,1554.1366421,4456.2,4.33,1.09813,11.1925,93.098193,-50.930948,FALSE POSITIVE
4100,33.8542586,12.689,253.3,15.96,730.99,1326.0,4553.0,2.605,10.472,13.605,294.78235,39.596519,CANDIDATE
4101,85.34092607,10.6141,51746.0,1177.65,6.61,409.0,6004.0,4.522,0.898,15.252,291.90237,44.683731,FALSE POSITIVE
4102,7.6644,4.1888923,8534.5638357,9.9098801,175.3654356,928.1234573,5694.0,4.41,1.04215,13.4428,296.833901,59.640713,CANDIDATE
4103,6.33342309,3.46,123.3,7.62,36.11,625.0,4352.0,4.671,0.613,15.073,284.26859,44.19754,CANDIDATE
4104,19.4444573,5.509,182.3,1.53,74.47,749.0,6278.0,4.425,1.081,15.835,294.504,41.968159,FALSE POSITIVE
4105,23.44970494,8.6567,315.6,2.71,97.94,802.0,6188.0,4.196,1.524,13.31,289.77325,40.80072,CONFIRMED
4106,3.629442796,5.63,426.6,3.28,1001.35,1434.0,6506.0,4.336,1.217,13.055,296.29196,44.33226,FALSE POSITIVE
4107,0.5374094,1.2039,94.2,0.96,5646.82,2208.0,5749.0,4.457,0.988,14.832,292.87418,48.936569,CANDIDATE
4108,4.7076648,1.834,16490.0,15.3769,117.31,1185.0,5904.0,4.33,1.18,12.0974,155.142566,-62.650952,CANDIDATE
4109,290.625016,4.411,147.6,2.86,4.67,375.0,5195.0,3.735,2.409,11.098,284.18527,42.563271,FALSE POSITIVE
4110,18.5537012,3.438,448.0,1.57606,25.0891,623.0,5346.2,4.6,0.8,8.0089,99.458741,-70.931327,CANDIDATE
4111,1.21607873,4.686,29.4,1.92,14545.24,2803.0,6234.0,3.741,2.5,13.333,298.64252,40.838909,FALSE POSITIVE
4112,121.5991278,15.1596,10537.0,379.63,3.87,358.0,6036.0,4.551,0.847,14.6,294.54739,43.533691,FALSE POSITIVE
4113,495.51899,3.592,297.6,2.94,2.03,305.0,6043.0,4.038,1.634,13.5,299.07831,45.05481,CANDIDATE
4114,2.9599541,3.523,7190.0,15.9636,1361.35,1692.0,6267.7,4.0,1.84,11.2553,149.324748,-68.779105,CANDIDATE
4115,7.94004281,3.282,81.9,0.98,245.79,1010.0,6278.0,4.425,1.081,13.757,298.43478,48.706139,CANDIDATE
4116,3.3879742,4.127,9990.0,19.4699,1395.05,1702.0,6236.0,3.94,1.95,13.2483,307.099112,18.242431,CANDIDATE
4117,21.4904723,3.802,985.0,2.43328,21.9904,603.0,5342.0,4.57,0.83,10.0326,180.844348,49.251226,CANDIDATE
4118,24.3282251,6.158,1120.6,294.02,17.33,520.0,5286.0,4.59,0.78,15.952,296.99191,40.758911,FALSE POSITIVE
4119,44.6996563,6.2289,837.7,3.05,14.81,500.0,5497.0,4.394,1.046,13.967,295.41281,46.266472,CONFIRMED
4120,392.94247,11.055,120.3,1.6,3.43,347.0,6596.0,4.073,1.44,12.152,288.39456,47.264351,FALSE POSITIVE
4121,163.692336,6.853,1138.0,2.75,1.34,274.0,4999.0,4.49,0.843,15.031,298.89877,47.463089,CONFIRMED
4122,91.9283414,4.343,7033.0,9.22033,2.09153,335.0,6118.4,4.39,1.13,12.24,88.686624,17.212515,CANDIDATE
4123,42.3006282,4.372,507.9,2.54,22.94,558.0,5852.0,4.353,1.129,14.766,289.40671,39.33884,CONFIRMED
4124,3.1260778,1.7185367,11383.7527081,10.9257115,328.1564535,1085.5253926,5100.0,4.4651,0.874706,11.5005,5.237757,-35.998465,CANDIDATE
4125,6.877446033,1.3692,1632.3,2.05,12.95,484.0,3789.0,4.781,0.46,15.438,299.83041,47.157459,CONFIRMED
4126,36.4358589,9.2522534,384.0441817,2.8743721,58.2895066,704.7212129,6597.0,4.28305,1.40426,5.6801,102.504272,-60.248678,CANDIDATE
4127,121.0598037,3.112,1563.0,1680.99,2437.81,1792.0,3942.0,1.101,60.688,13.353,300.4682,44.981426,FALSE POSITIVE
4128,3.1501356,2.201,16270.0,20.3727,357.357,1211.0,5950.0,4.09,1.56,13.1549,304.702586,41.970517,CANDIDATE
4129,95.6114617,7.489,487.4,2.37,7.45,421.0,6002.0,4.424,1.081,14.71,296.70724,41.203651,CANDIDATE
4130,108.546946,7.567,711.3,29.67,222.7,985.0,4751.0,2.52,11.536,12.96,286.65604,46.783543,CANDIDATE
4131,2.3114199,2.585,16090.0,14.2928,796.887,1480.0,5785.79,4.39543,1.07,11.302,133.324298,8.523017,CANDIDATE
4132,2.9858191,2.966,9730.0,17.8139,1945.7,1850.0,7497.0,4.16,1.81,13.2792,84.164148,14.914516,CANDIDATE
4133,21.512259,4.337,131.3,1.13,39.45,639.0,5611.0,4.424,0.997,14.489,297.61707,48.408089,CANDIDATE
4134,81.704814,1.468,297.0,1.65,9.04,442.0,6099.0,4.421,0.95,14.794,295.70108,43.825218,FALSE POSITIVE
4135,98.51783198,1.65,421.1,2.39,141.6,878.0,5767.0,4.438,1.0,14.037,295.34177,42.9958,FALSE POSITIVE
4136,2.4360845,2.495,350.0,2.46916,1556.22,1749.0,6529.0,4.33,1.32,9.5115,149.731452,-53.301515,FALSE POSITIVE
4137,3.7178828,5.5277827,4864.8405125,14.6986197,1925.1426172,1689.4116185,5818.0,4.33787,2.0840001,12.2303,305.56982,-88.568495,CANDIDATE
4138,1.332560553,3.315,31.7,0.4,574.99,1249.0,4947.0,4.621,0.714,12.912,295.15051,46.772305,FALSE POSITIVE
4139,17.4713142,4.05,1118.0,3.1646,61.9515,781.0,5783.54,4.49925,0.97,8.0888,293.286615,-54.532728,CONFIRMED
4140,3.8857292,1.928,6215.0,13.8034,248.774,1106.0,6084.0,3.99,1.79,13.0145,354.340737,47.288669,CANDIDATE
4141,0.512583041,1.498,114.3,1.07,7320.09,2363.0,6077.0,4.471,0.999,15.484,295.46341,46.01123,FALSE POSITIVE
4142,211.330867,4.66,531.0,2.09,1.92,300.0,5941.0,4.519,0.911,15.27,292.4809,38.654121,CANDIDATE
4143,10.0102876,5.33,127.1,0.69,17.56,522.0,4214.0,4.65,0.601,15.761,287.43542,39.692989,FALSE POSITIVE
4144,16.54081386,2.5996,370.0,1.57,24.87,570.0,5064.0,4.572,0.769,13.755,291.74164,37.688938,CONFIRMED
4145,2.067123,1.9263234,394.2384169,1.5139896,381.7544649,1127.3682012,5113.3,4.77,0.758633,9.7367,118.916232,-43.356714,CANDIDATE
4146,14.38682567,2.1417,569.6,2.54,85.46,776.0,5725.0,4.353,1.072,13.586,286.85266,49.261681,CANDIDATE
4147,85.4244796,3.6658465,1134.2233028,4.4208054,10.9176682,463.6093885,5697.0,4.21712,1.29609,9.9558,276.868143,73.264575,FALSE POSITIVE
4148,5.7655904,1.757,7910.0,19.7343,80.5444,834.0,5409.0,4.33,2.0,12.5266,111.797558,14.957871,CANDIDATE
4149,0.579398,1.64214,1324.07712,5.759676,4535.9180848,2093.0810718,5688.0,4.48774,0.950534,11.1557,163.9091,-42.84928,FALSE POSITIVE
4150,8.6007557,3.304,5090.0,10.7988,81.4989,837.0,5389.0,4.06,1.5,10.1669,276.810053,20.526887,CONFIRMED
4151,2.645596805,2.9095,1272.7,167.05,8539.63,2452.0,4980.0,3.167,5.443,12.375,290.08661,46.945202,FALSE POSITIVE
4152,1.752562808,6.1245,368000.0,124.23,3915.22,2018.0,5853.0,3.971,1.795,11.388,298.79889,42.390888,FALSE POSITIVE
4153,3.08858,2.214,17060.0,10.5098,254.633,1112.0,5381.0,4.33,1.23369,13.4832,99.113031,-15.724613,CANDIDATE
4154,186.4361811,5.774,4347.0,11.32,3.66,353.0,5393.0,4.132,1.37,15.402,290.12857,40.021832,CANDIDATE
4155,2.49047468,2.2003,222.2,1.53,940.43,1413.0,6067.0,4.433,0.997,15.429,290.73367,40.43116,FALSE POSITIVE
4156,7.4751841,5.166,28.1,0.85,439.51,1168.0,5616.0,3.98,1.602,13.075,296.5477,44.898041,CANDIDATE
4157,8.13121389,4.2386,111.8,1.58,368.36,1117.0,6181.0,4.22,1.424,11.018,288.68869,41.15118,CONFIRMED
4158,2.754024,4.15,172.2,1.68,1374.41,1553.0,6419.0,4.321,1.188,14.059,290.64301,48.887501,FALSE POSITIVE
4159,27.36432337,3.545,2282.5,39.49,44.5,659.0,6167.0,4.428,1.107,15.244,299.18491,40.484371,FALSE POSITIVE
4160,7.11879848,4.11282,107660.0,41.17,106.52,819.0,5578.0,4.601,0.754,15.758,294.99823,42.69392,FALSE POSITIVE
4161,5.6442112,2.980996,4136.2010063,11.4462895,854.7074229,1379.0312841,6310.0,4.1,1.63591,11.5429,264.26302,53.021275,CONFIRMED
4162,4.1150576,1.08,487.0,2.30057,77.3573,826.0,5394.0,4.50942,0.89,9.478,38.120968,-78.023683,CONFIRMED
4163,28.1722908,3.47,820.0,1.31656,2.45492,348.0,3746.0,4.76979,0.46,11.0788,285.636524,75.418514,CONFIRMED
4164,0.977170246,3.4842,151.1,5.08,25506.22,3226.0,5596.0,3.48,3.938,12.439,295.74759,42.40163,FALSE POSITIVE
4165,2.0323202,2.786,8896.0,15.3325,5028.16,2345.0,8011.0,4.27,1.68,13.0454,335.039505,51.55615,CANDIDATE
4166,0.960842633,2.6441,2022.9,67.53,14655.53,2808.0,7381.0,4.186,1.597,13.402,295.5596,46.17804,FALSE POSITIVE
4167,106.18732,10.29,266.1,231.85,11829.18,2660.0,3287.0,0.114,152.969,10.028,295.43973,42.209061,CANDIDATE
4168,7.4760687,1.6231452,1519.2394847,14.5444225,1663.7504041,1628.8901348,6680.0,4.20036,2.3351099,8.8252,124.110352,-46.429818,CANDIDATE
4169,0.9209526,1.8602735,360.8801529,5.7349089,32740.3629399,3430.7622437,6553.0,3.65,2.8908899,10.11,133.826684,-73.173308,FALSE POSITIVE
4170,2.8562935,3.785,22525.0,18.1559,1721.84,1794.0,6383.0,4.31,1.32,12.9573,265.710722,-41.179089,FALSE POSITIVE
4171,0.566803738,1.8481,100.6,1.13,8516.13,2450.0,6300.0,4.404,1.057,14.313,292.80829,42.976021,FALSE POSITIVE
4172,1.400903699,0.883,136.5,1.16,2284.73,1764.0,6375.0,4.474,0.975,15.514,293.7937,41.204491,CANDIDATE
4173,1.210693626,1.434,159.1,0.99,784.51,1351.0,5014.0,4.559,0.756,12.914,293.34497,39.257809,CANDIDATE
4174,363.346158,4.911,896.0,22.36,19.65,537.0,4994.0,3.002,7.619,13.971,291.10947,43.635181,FALSE POSITIVE
4175,3.7465541,2.623,12890.0,10.5098,824.101,1492.0,5766.6,4.33,1.23369,12.2962,271.611136,-44.117222,CANDIDATE
4176,34.1086562,6.405,133.8,1.95,70.4,739.0,6144.0,4.106,1.668,14.44,295.40979,42.150829,CANDIDATE
4177,1.67546,1.202,1250.0,6.44889,855.787,1506.0,6745.5,4.09,1.78,9.967,19.700387,41.506112,CANDIDATE
4178,3.5187707,2.408,5634.0,14.0061,2000.01,1863.0,6690.0,4.24,1.49,7.2235,300.212928,-43.982529,CANDIDATE
4179,7.1853092,2.347,800.0,2.12356,37.1797,687.0,4562.0,4.56,0.74,10.0632,70.428548,-0.600003,CANDIDATE
4180,67.968656,7.948,321.8,1.71,9.09,443.0,5670.0,4.387,0.95,13.865,292.32645,38.657581,CONFIRMED
4181,2.2111104,2.1060279,1956.0116833,2.9944585,95.0381191,796.3320731,3761.0,4.60411,0.656735,12.3475,314.913879,40.706012,CANDIDATE
4182,6.8672313,2.858,732.0,2.31017,123.542,928.0,5564.0,4.51,0.91,10.1763,278.028578,-67.664501,CANDIDATE
4183,8.1618477,2.17,4647.0,11.849,150.654,976.0,7238.0,4.25,1.59,12.5489,191.300944,-55.318965,CANDIDATE
4184,2.0763072,1.223,16220.0,12.6426,243.693,1100.0,5805.0,4.5,0.95,12.2651,108.008894,15.348909,CANDIDATE
4185,2.861159894,1.8832,1014.3,4.37,797.1,1355.0,6126.0,4.458,1.021,15.618,291.67172,42.343109,FALSE POSITIVE
4186,0.895277575,2.711,534.5,9.27,77480.31,4253.0,8040.0,3.707,3.325,13.574,298.34421,45.40992,FALSE POSITIVE
4187,0.776950288,1.288,396.0,1.72,2974.07,1882.0,5861.0,4.546,0.865,15.832,292.67294,38.58997,FALSE POSITIVE
4188,4.1059353,3.031,11400.0,13.555,494.014,1313.0,6140.3,4.31,1.25,13.2148,87.718761,28.819847,CANDIDATE
4189,0.539915033,1.1466,97.0,0.82,2901.68,1871.0,5102.0,4.502,0.837,14.311,283.58762,40.574928,CONFIRMED
4190,1.306188,1.4177746,24746.2794438,16.758883,1025.5021895,1443.2894048,5489.0,4.59342,0.820181,11.7213,268.029111,37.546327,CANDIDATE
4191,1.5483542,1.2030925,926.4111032,2.1601741,240.1950345,1004.0625199,4665.0,4.67631,0.663414,9.6504,82.290072,-0.342898,CONFIRMED
4192,40.6511021,11.282,136.4,1.7,42.54,651.0,6297.0,4.26,1.369,13.935,289.91971,40.16853,FALSE POSITIVE
4193,18.1772927,4.703,213.1,1.5,69.62,737.0,6158.0,4.455,1.026,15.324,292.73026,37.787182,CANDIDATE
4194,3.7077543,2.662,9913.0,11.5364,317.476,1175.0,5620.2,4.4,1.04,13.2644,32.619714,43.97503,CANDIDATE
4195,58.5850357,3.5939,75468.0,149.98,59.16,707.0,6379.0,3.925,1.994,13.061,297.03964,49.469139,FALSE POSITIVE
4196,7.5358996,1.413,15840.0,16.6203,20.3071,591.0,5306.0,4.29,1.13,13.4747,260.96985,19.921187,CANDIDATE
4197,0.68396452,1.3,421.1,2.39,141.6,878.0,5767.0,4.438,1.0,12.939,298.28897,40.468819,FALSE POSITIVE
4198,1.710299164,3.92227,157270.0,57.97,1700.05,1638.0,6082.0,4.385,1.006,10.154,292.71802,41.922459,FALSE POSITIVE
4199,718.1809317,2.9233151,973.6269156,1.3653089,0.4312565,206.6824792,3614.0,4.80335,0.425623,10.3347,48.583356,-34.032804,CANDIDATE
4200,1.62263,1.555,1630.0,4.33692,713.443,1439.0,5016.1,4.33,1.01,10.0943,238.501017,19.596887,FALSE POSITIVE
4201,138.944022,10.611,530.2,2.57,5.13,384.0,6014.0,4.362,1.115,14.208,286.61371,38.891972,CONFIRMED
4202,5.2469991,3.45,1180.0,5.46087,604.151,1381.0,6651.0,4.27,1.44,10.4641,356.318574,62.142699,FALSE POSITIVE
4203,0.6097554,0.416,670.0,3.5774,1086.19,1599.0,5493.0,4.52,0.89,9.4819,144.000344,51.607784,CANDIDATE
4204,4.944046127,4.50334,112500.0,54.29,308.53,1069.0,5780.0,4.438,1.0,16.237,292.69629,37.707237,FALSE POSITIVE
4205,5.92972237,2.518,412.1,1.92,210.95,972.0,5741.0,4.492,0.956,14.746,293.67648,44.615582,CONFIRMED
4206,12.7426508,3.633,10765.0,16.6789,213.224,1064.0,6385.0,4.21,1.47,9.59788,112.424109,50.6838,CANDIDATE
4207,1.566528935,3.2593,92511.0,49.66,1371.7,1551.0,5883.0,4.471,0.905,13.984,296.14212,48.702141,FALSE POSITIVE
4208,22.271198511,4.58598,179040.0,39.79,16.62,515.0,5068.0,4.556,0.73,15.362,283.98602,39.784538,FALSE POSITIVE
4209,0.813998812,0.675,183.4,1.36,3285.52,1933.0,5705.0,4.424,0.989,15.567,286.74857,40.36544,CANDIDATE
4210,16.56062577,2.611,700.8,2.94,57.28,701.0,5818.0,4.436,0.855,15.198,285.24667,45.950191,CONFIRMED
4211,220.142913,19.528,1796.4,5.94,5.4,389.0,6340.0,4.163,1.393,13.771,288.47485,40.65136,CONFIRMED
4212,5.42204257,2.952,79.1,1.39,527.11,1222.0,6123.0,4.263,1.263,13.925,286.3443,37.411968,CANDIDATE
4213,17.8552322,7.525823,8831.6711744,14.5976753,183.2136427,938.3377787,6779.2,4.25,1.49114,10.931,297.45374,41.011019,CANDIDATE
4214,613.82905,18.18,148.2,2.85,2.1,307.0,5636.0,3.809,2.357,13.016,294.08139,43.824032,FALSE POSITIVE
4215,75.8580035,5.382,1148.4,2.72,1.47,281.0,4474.0,4.67,0.614,15.398,297.59085,40.81496,FALSE POSITIVE
4216,14.3171998,5.454,1649.0,6.37558,513.65,1326.0,7596.0,4.27063,1.61,9.657,223.193604,-68.666543,CANDIDATE
4217,27.285315,7.47,396.5,2.19,49.97,678.0,6304.0,4.407,1.094,14.71,295.05518,46.66975,FALSE POSITIVE
4218,1.11431205,2.112,160.4,1.07,1691.99,1635.0,5776.0,4.554,0.849,15.411,295.86008,39.140839,FALSE POSITIVE
4219,4.1591488,3.54,12800.0,12.1616,417.295,1259.0,5576.0,4.34,1.11,11.29,331.203092,-12.019067,CANDIDATE
4220,2.8140207,3.191,7400.0,17.2648,2559.93,1981.0,7456.0,4.09,1.96,11.7134,298.181417,-14.356986,CANDIDATE
4221,10.0588733,3.6798142,4704.7169156,7.1889009,112.7817071,831.1500122,5651.0,4.43,1.01477,9.3722,103.369061,-6.507835,CANDIDATE
4222,5.4640119,2.928,3785.0,10.5098,365.719,1185.0,5801.0,4.33,1.23369,9.1692,351.229397,-38.160792,CANDIDATE
4223,198.781156,6.77,138.3,1.69,6.33,404.0,6493.0,4.22,1.424,12.752,295.74002,49.01152,FALSE POSITIVE
4224,3.344904,1.3408349,1399.4950568,2.2540532,48.9314538,674.5540894,3883.0,4.71022,0.573953,11.6434,59.017813,-10.272008,CANDIDATE
4225,466.08101,23.69,180.1,2.13,2.05,305.0,6098.0,4.097,1.59,12.159,288.66644,50.982529,FALSE POSITIVE
4226,2.168451063,1.458,466.9,2.41,1389.18,1558.0,6153.0,4.382,1.109,15.141,288.74994,48.277168,CONFIRMED
4227,3.900109346,3.9037,126190.0,40.37,427.83,1160.0,5791.0,4.424,0.969,16.597,290.34445,38.377071,FALSE POSITIVE
4228,1.87885327,3.302,120.9,0.97,922.49,1406.0,5851.0,4.534,0.863,13.689,297.42743,39.781139,FALSE POSITIVE
4229,234.635652,6.965,868.5,2.56,1.2,267.0,5422.0,4.481,0.885,14.607,288.15671,41.877972,CANDIDATE
