,orbital_period,transit_duration,transit_depth,planet_radius,insolation_flux,equilibrium_temperature,stellar_teff,stellar_logg,stellar_radius,stellar_mag,ra,dec,target
0,5.5411114,2.467,633.0,2.04482,258.843,1117.0,5332.0,4.56429,0.82,9.2789,99.238421,-58.016153,CANDIDATE
1,6.685438,5.09,89.2,1.25,276.02,1040.0,5808.0,4.326,1.159,15.135,295.55374,46.02911,CANDIDATE
2,25.58546721,2.28,421.1,2.39,141.6,878.0,5767.0,4.438,1.0,15.161,289.11868,43.077389,FALSE POSITIVE
3,0.584148495,1.6192,66.2,0.87,4882.9,2130.0,5427.0,4.347,1.031,13.949,292.97867,42.056492,FALSE POSITIVE
4,2.5395579,3.082,24200.0,10.5098,199.853,1047.0,3931.6,4.33,1.23369,13.0427,184.044295,-66.055079,CANDIDATE
5,5.36652724,8.367,3122.5,7.97,219.72,982.0,5858.0,4.553,0.849,15.48,295.56024,43.203178,FALSE POSITIVE
6,11.47606,6.083,3050.0,10.5098,365.719,1185.0,5801.0,4.33,1.23369,10.0067,215.805264,-63.045983,FALSE POSITIVE
7,2.1077445,1.779,33127.0,12.0414,95.8765,871.0,3954.0,4.61,0.65,13.7607,171.596707,28.058028,CANDIDATE
8,1.7131374,2.608,3850.0,6.86542,1919.49,1844.0,5843.0,4.39,1.08,13.1675,112.491073,-13.625055,CANDIDATE
9,394.67816267,6.05443,253380.0,52.16,0.72,235.0,5780.0,4.505,0.83,15.207,285.60162,41.817532,CANDIDATE
10,78.9257421,7.5193,17972.0,11.9,5.94,398.0,5750.0,4.538,0.882,15.913,291.44522,44.52869,FALSE POSITIVE
11,12.98494603,3.4497,257.2,1.64,105.74,818.0,5948.0,4.384,1.025,13.029,286.43365,50.300331,CONFIRMED
12,1.434745129,1.862,200.7,1.5,1813.0,1664.0,5806.0,4.4,1.064,14.691,299.78546,43.67075,CONFIRMED
13,8.460438928,4.73492,76413.0,36.62,98.6,804.0,5951.0,4.638,0.702,14.813,291.04407,36.729271,FALSE POSITIVE
14,3.689920099,2.6557,426.7,1.89,408.99,1147.0,5880.0,4.518,0.917,15.242,291.62241,50.61824,CONFIRMED
15,588.63759,3.84,322.1,1.52,0.28,185.0,5135.0,4.479,0.849,13.714,285.33615,49.190769,FALSE POSITIVE
16,14.2563272,4.796,206.1,1.73,95.22,797.0,6140.0,4.455,1.027,15.192,292.54575,49.416969,CONFIRMED
17,23.58444746,5.5545,429.2,3.0,66.96,730.0,5655.0,4.152,1.354,13.971,285.42429,47.83461,CONFIRMED
18,1.82069,3.049,12340.0,15.6593,2440.7,1958.0,6155.0,4.24,1.35,12.0457,296.688442,-63.565649,CANDIDATE
19,70.31252504,13.66,421.1,2.39,141.6,878.0,5767.0,4.438,1.0,14.942,281.88324,47.41605,CANDIDATE
20,2.2088214,2.544,7770.0,11.6656,1052.08,1586.0,5960.4,4.27,1.26,11.8699,172.858645,-41.689518,CANDIDATE
21,4.1117723,2.129689,22083.0234602,15.2582047,268.7176849,1032.6277979,5424.8,4.49,0.916164,12.3353,163.788852,-0.737066,CANDIDATE
22,3.54553077,4.143,119.2,1.62,1039.47,1448.0,5794.0,4.118,1.496,15.024,293.51984,41.277409,CONFIRMED
23,1.6923573,1.9912433,20172.9323968,12.7696702,762.5979736,1340.2742114,5287.0,4.5,0.88876,12.9577,334.133015,66.860571,CANDIDATE
24,2.9902369,3.042,6460.0,140.194,129.684,940.0,5801.0,4.33,17.34,12.048,216.568723,-63.050473,CANDIDATE
25,29.1598615,4.803,488.0,1.91,17.85,524.0,5485.0,4.556,0.867,15.403,285.28363,38.947281,CONFIRMED
26,372.37369,12.33,666.1,2.68,1.2,267.0,6109.0,4.455,1.029,15.423,291.26672,47.114769,FALSE POSITIVE
27,5.4454541,3.41,5731.0,7.92255,289.299,1148.0,5684.0,4.4,1.05,13.228,27.889954,43.666558,CANDIDATE
28,0.907105,1.711,1430.0,7.82059,28442.1,3617.0,6164.0,4.4,1.13,12.4537,335.467524,-57.758448,FALSE POSITIVE
29,4.57797412,2.862,125.4,0.96,259.36,1024.0,5795.0,4.554,0.848,15.302,297.39319,47.164631,CANDIDATE
30,0.948951607,4.3809,458460.0,115.31,2796.38,1853.0,5780.0,4.438,1.0,18.241,293.24536,38.272182,FALSE POSITIVE
31,174.95980475,5.23,421.1,2.39,141.6,878.0,5767.0,4.438,1.0,15.246,291.97382,48.26231,FALSE POSITIVE
32,71.3116598,8.813,2138.0,4.94,12.01,475.0,6194.0,4.445,1.069,15.674,295.8093,40.008511,CONFIRMED
33,0.527673051,1.631,28.3,1.43,63629.23,4056.0,6762.0,3.738,2.637,13.699,292.54663,49.543373,FALSE POSITIVE
34,0.566812588,3.596,17.1,0.71,21653.56,3089.0,6194.0,3.971,1.718,12.756,291.5907,42.669891,FALSE POSITIVE
35,4.0802864,2.623,1000.0,2.4364,60.1386,775.0,4859.0,4.59,0.75,9.1129,4.182463,20.856765,CANDIDATE
36,2.2358979,1.588,610.0,3.28794,851.912,1505.0,4793.8,4.42,0.9,10.6418,141.699699,-38.626819,CANDIDATE
37,30.57908,6.297,12972.8,14.1152,81.7492,837.0,5848.0,4.35,1.13,11.4124,112.599235,-71.595463,FALSE POSITIVE
38,0.623441636,1.46001,19340.0,29.19,2025.22,1711.0,5319.0,4.612,0.654,15.626,296.59149,50.490028,FALSE POSITIVE
39,3.8801586,3.656,8142.0,12.7189,983.22,1560.0,6371.0,4.23,1.43,13.1896,118.60995,-19.656981,CANDIDATE
40,4.603575293,2.3499,440.4,1.51,101.65,810.0,4783.0,4.602,0.741,12.97,297.354,41.300049,CONFIRMED
41,4.15743922,9.572,1472.0,96.99,4503.26,2089.0,6529.0,3.657,3.131,9.887,284.54184,48.961281,FALSE POSITIVE
42,4.2333233,2.325,10850.0,12.5093,217.929,1070.0,5696.0,4.33,1.14,13.5306,78.673355,14.447352,CANDIDATE
43,17.907664726,5.58652,265410.0,282.86,73.31,746.0,6173.0,4.447,1.041,16.107,296.11542,51.007111,FALSE POSITIVE
44,2.2165905,1.0,28.7,0.48,515.27,1215.0,5397.0,4.543,0.831,11.799,292.38855,42.233261,CANDIDATE
45,11.8886495,4.803,7800.0,11.0233,138.065,954.0,5773.9,4.28,1.21,11.366,152.666283,24.273121,CANDIDATE
46,0.5251306,1.4255092,178.8243417,1.1546621,4078.0671726,2038.13686,5867.0,4.5948,0.850302,9.954701,93.729429,-49.756087,CANDIDATE
47,10.4716194,4.512,123.9,1.74,271.12,1035.0,5812.0,4.083,1.574,14.486,282.09314,42.160271,CANDIDATE
48,29.6193891,4.9595,314.7,1.74,26.79,580.0,5618.0,4.401,0.996,13.331,291.01904,38.54557,CONFIRMED
49,3.44928111,1.424,237.0,1.23,206.55,966.0,5119.0,4.591,0.781,15.144,291.45734,37.206841,CANDIDATE
50,10.47490332,33.7939,1170.2,15.45,1427.2,1567.0,6526.0,3.616,3.232,13.22,282.72067,40.899181,FALSE POSITIVE
51,18.577903,20.11,99.8,1.36,140.97,879.0,6432.0,4.207,1.345,13.306,300.33237,44.986141,FALSE POSITIVE
52,6.7900981,6.0786576,2158.1733568,9.7548481,477.5289979,1192.2564672,6378.0,4.438,2.00068,11.636,287.708814,47.33305,CANDIDATE
53,3.63898953,2.252,209.6,1.68,555.71,1238.0,5533.0,4.275,1.166,15.254,289.66489,50.020039,CONFIRMED
54,0.963081,2.378514,244.261214,2.727644,23744.773941,3166.006188,8688.0,4.32187,1.68698,8.6333,140.056794,-53.119685,FALSE POSITIVE
55,5.0183771,3.218,2500.0,10.7644,187.484,1030.0,5011.2,4.49,2.15,12.1651,66.885596,-54.184998,CANDIDATE
56,0.66062715,4.56,248.5,26.13,6966.29,2327.0,6322.0,4.426,1.075,14.162,295.57947,43.06356,FALSE POSITIVE
57,3.8100723,4.3071946,12993.8158441,18.5489108,1563.2277961,1603.7080779,6674.0,4.19,1.58842,10.711,321.377492,55.722936,CANDIDATE
58,40.7282314,13.677,221.8,4.58,111.83,829.0,6531.0,3.936,2.231,12.717,289.58356,50.348137,FALSE POSITIVE
59,11.25401871,4.759,433.4,2.42,147.13,888.0,5995.0,4.351,1.118,15.166,280.25839,43.835758,CONFIRMED
60,3.70429015,3.37,55.7,1.45,2708.57,1839.0,6732.0,3.958,1.927,12.402,282.30121,46.516201,CONFIRMED
61,107.7214092,8.042,1396.2,4.75,7.39,421.0,5529.0,4.19,1.294,15.59,294.48438,44.166908,CONFIRMED
62,132.778041,5.624,9036.0,10.38,3.83,357.0,5780.0,4.438,1.0,13.34,288.53769,43.258904,FALSE POSITIVE
63,7.4603194,2.516,3070.0,11.8373,114.587,911.0,6034.1,3.88,2.01,11.8517,88.788121,18.335697,CANDIDATE
64,5.1855507,1.9734133,1496.7919264,2.4406793,31.8495386,605.8924433,3921.0,4.648,0.603804,11.9323,281.46145,37.235891,CANDIDATE
65,9.12208711,4.62417,58790.0,52.66,157.73,904.0,5857.0,4.396,1.039,13.666,293.07452,42.280258,FALSE POSITIVE
66,7.4826325,6.5647136,2569.9421713,11.8138164,1070.588751,1458.8996447,6128.0,3.7824,2.2911999,10.5547,60.640787,34.004137,CANDIDATE
67,5.682410334,5.33373,220420.0,72.9,401.43,1141.0,5897.0,4.278,1.196,14.3,298.75854,47.69558,FALSE POSITIVE
68,0.2476684,0.401,2460.0,5.81442,1087.04,1599.0,4886.0,4.59,0.75,13.1599,46.905585,-17.894406,FALSE POSITIVE
69,11.5743561,6.0493763,14285.1321998,18.1309835,205.6631556,965.8481969,5776.0,4.13,1.4578,12.7778,278.989527,70.160757,CANDIDATE
70,96.9151707,6.065,862.8,2.37,2.64,325.0,5162.0,4.559,0.791,14.031,292.67255,46.377419,CONFIRMED
71,8.40693068,1.866,167.1,1.95,285.67,1048.0,5365.0,4.02,1.533,13.801,283.78702,48.02956,CONFIRMED
72,55.7583803,2.497,132.7,1.59,19.6,537.0,5413.0,4.107,1.403,12.746,292.633,41.749222,FALSE POSITIVE
73,6.00327,3.947,4920.0,7.59354,271.529,1130.0,5527.0,4.37,1.06,12.0749,18.496744,-6.826842,CANDIDATE
74,8.8720542,3.6593396,6144.296801,11.9849813,343.7177625,1098.1716895,6042.0,4.15,1.47996,10.9461,282.795256,82.245414,CONFIRMED
75,59.9655175,1.89,310.1,1.92,12.67,481.0,5729.0,4.372,1.105,14.647,291.82471,38.779911,FALSE POSITIVE
76,8.9172211,2.6426767,2147.0816912,2.7931797,17.1075621,518.7006367,4066.0,4.67766,0.605243,12.709,251.11918,60.086043,CANDIDATE
77,2.1061569,1.4688934,12142.2238514,13.086872,691.8428073,1308.0417533,5380.0,4.4337,0.940697,13.183,0.774487,-62.469317,CANDIDATE
78,10.3088724,2.2763645,372.3295802,2.2122841,120.8695,845.6661185,5834.0,4.44433,1.0173301,7.9147,274.268664,21.909546,CANDIDATE
79,12.25384348,2.373,147.7,1.0,50.05,678.0,5413.0,4.579,0.82,13.747,285.31381,48.72525,CONFIRMED
80,5.4255548,3.9637474,14939.6342222,10.5098,273.5880696,1037.2753045,8868.7,4.33,1.23369,7.6095,107.286063,-31.933523,FALSE POSITIVE
81,10.61345333,0.9829,150.2,1.77,224.63,987.0,5865.0,4.163,1.388,12.824,289.36441,41.53323,CANDIDATE
82,4.617490562,2.2618,575.8,1.62,66.47,728.0,4500.0,4.656,0.646,15.791,285.16833,44.026459,CONFIRMED
83,9.60505976,3.0063,55.0,0.91,185.15,941.0,5790.0,4.279,1.198,9.997,291.03232,49.040272,CONFIRMED
84,0.566802325,1.842,288.4,1.4,3012.0,1889.0,5233.0,4.489,0.824,14.905,293.24902,42.446621,FALSE POSITIVE
85,362.1273,6.719,1098.0,1.68,0.07,132.0,3734.0,4.74,0.513,15.84,283.98965,39.631908,FALSE POSITIVE
86,5.197420145,6.78534,91307.0,81.49,949.86,1416.0,6248.0,4.05,1.528,13.961,291.60318,39.228329,FALSE POSITIVE
87,4.4972655,3.4614201,10421.5494142,12.1540565,426.6313521,1159.1321226,5554.0,4.28,1.18466,12.8624,299.224223,31.42271,CANDIDATE
88,4.9864441,2.179,1210.0,10.5098,365.719,1185.0,5801.0,4.33,1.23369,10.151,318.724623,38.094232,CANDIDATE
89,5.9419732,2.361,21804.0,12.3895,67.643,798.0,5206.0,4.56,0.81,13.4852,71.453407,57.272036,CANDIDATE
90,0.73093905,2.8437,451.1,1.45,1159.62,1488.0,4768.0,4.588,0.711,15.736,289.76483,38.35236,FALSE POSITIVE
91,1.041619932,8.1218,1840.5,30.94,2828.16,1858.0,5838.0,4.374,0.991,13.606,296.9136,40.258263,FALSE POSITIVE
92,33.60123371,4.4056,7425.9,8.46,14.22,495.0,5149.0,4.447,0.93,15.262,289.26874,42.604172,CONFIRMED
93,9.573548,2.036,2788.0,15.6118,275.837,1135.0,6505.0,4.04,1.83,9.5173,141.721087,61.698996,FALSE POSITIVE
94,7.8369842,6.8077198,14532.9486121,21.4721115,434.3612918,1164.3472682,5774.8,4.4,1.75826,12.937,10.162056,-60.880424,CANDIDATE
95,91.20573037,4.17,421.1,2.39,141.6,878.0,5767.0,4.438,1.0,12.962,295.68192,47.591881,CANDIDATE
96,6.1469956,3.3153,249.6,2.04,433.72,1164.0,6110.0,4.285,1.296,14.706,284.91049,48.431641,CONFIRMED
97,37.537859,6.513,269.0,1.77,27.38,583.0,6095.0,4.429,1.082,15.769,289.21732,48.204311,FALSE POSITIVE
98,4.1793301,5.161,4900.0,16.1603,2876.9,2040.0,7349.0,3.93,2.31,11.6917,293.083789,34.940397,CANDIDATE
99,0.5045539,1.0056629,18806.2299248,18.3768141,6493.5059824,2289.4942693,5227.0,4.33,1.0,13.5029,23.280585,-47.882084,CANDIDATE
100,223.52131732,3.27,421.1,2.39,141.6,878.0,5767.0,4.438,1.0,13.658,295.76822,44.167011,FALSE POSITIVE
101,1.946198513,4.0336,130720.0,52.58,2779.44,1853.0,6224.0,4.165,1.433,13.993,287.03967,38.640308,FALSE POSITIVE
102,12.427076,17.447,47.5,0.82,135.77,870.0,5841.0,4.278,1.193,11.6,297.56931,40.619637,FALSE POSITIVE
103,172.280975,12.24,313.8,1.6,1.95,301.0,5659.0,4.538,0.869,15.112,286.86218,45.151569,FALSE POSITIVE
104,313.051405,10.969,594.9,2.91,2.2,310.0,6218.0,4.322,1.185,12.842,284.66022,41.10894,CANDIDATE
105,572.376632,24.42,1743.4,5.8,1.15,264.0,6226.0,4.264,1.299,13.955,297.04541,46.328701,CONFIRMED
106,4.0802864,1.51,30400.0,2.432614,0.2909982,187.3235245,2808.0,5.20628,0.128,13.8409,356.527357,-16.691464,CANDIDATE
107,15.582794732,3.76683,52760.0,14.0,5.86,397.0,3849.0,4.703,0.546,15.368,284.62024,38.969501,FALSE POSITIVE
108,4.6313014,1.435,4860.0,9.34848,225.013,1078.0,5736.0,4.39,1.07,10.418,214.120856,58.390253,CONFIRMED
109,8.22388,1.834,16190.0,12.4698,24.2523,618.0,5177.0,4.39,0.99,12.9465,20.547265,-44.862146,CANDIDATE
110,10.1747037,5.179,52.4,1.04,222.53,985.0,5866.0,4.191,1.339,13.313,285.87579,41.332432,CANDIDATE
111,330.071558,4.295,616.7,2.94,1.58,286.0,5933.0,4.342,1.115,13.956,297.46533,42.882839,CANDIDATE
112,55.6639167,23.546,3414.4,34.14,8.38,434.0,5587.0,4.528,0.853,15.593,294.74054,39.015511,FALSE POSITIVE
113,12.12401737,3.3091,788.4,2.37,48.98,675.0,5094.0,4.469,0.87,15.09,286.11536,37.966999,CONFIRMED
114,743.4843888,3.8041623,5535.4604085,5.4510788,3.9939064,360.5530878,5342.0,4.71456,0.697666,11.6157,196.653058,-80.617002,CANDIDATE
115,0.520403,0.995,143020.0,21.8226,155.949,984.0,3112.0,4.83,0.4,14.5158,343.651105,24.096972,CANDIDATE
116,504.88419,20.18,5058.0,25.19,0.14,157.0,4559.0,4.612,0.655,15.588,285.73474,50.124962,FALSE POSITIVE
117,51.3011844,5.359,498.9,2.07,13.86,492.0,6032.0,4.508,0.929,14.739,284.61621,49.190811,CONFIRMED
118,1.7911016,1.3192751,12254.9439752,7.0726104,114.7997816,834.843394,3718.0,4.62057,0.636647,14.367,186.012762,42.684124,CANDIDATE
119,12.9489256,2.162,331.0,0.94,7.09,416.0,3867.0,4.734,0.525,15.663,281.35678,43.658352,CANDIDATE
120,0.94754848,1.7347,11348.0,224.79,35.37,622.0,3246.0,5.087,0.2,13.497,294.01917,50.216606,FALSE POSITIVE
121,2.8577028,2.264,2695.0,7.78724,771.67,1468.0,6240.0,4.2,1.45,12.4487,12.471055,60.946038,FALSE POSITIVE
122,2.9519989,3.518,8270.0,15.6964,1262.03,1660.0,6136.0,4.03,1.73,12.8739,258.402253,-74.303176,CANDIDATE
123,7.3422467,2.029,366.8,1.6,115.93,837.0,5573.0,4.562,0.839,15.486,295.21127,41.086971,CANDIDATE
124,2.433703498,0.975,258.3,1.66,362.64,1112.0,5251.0,4.592,0.778,15.409,286.00674,38.009541,CANDIDATE
125,0.7365458,1.555016,374.9992039,1.9150718,2657.834335,1831.2672407,5250.0,4.42,0.963515,5.2058,133.146837,28.329815,CANDIDATE
126,1.4200248,1.431,23730.0,12.5242,382.328,1231.0,4910.0,4.57248,0.77,11.8478,303.38187,65.162331,CANDIDATE
127,10.2515829,4.588,4270.0,11.6535,190.021,1034.0,6080.0,3.97,1.83,13.1293,128.61913,70.048117,CANDIDATE
128,5.6605693,1.6631704,3856.1060852,2.4070872,9.9407408,452.8709226,3551.0,4.83982,0.374358,10.4981,68.41608,-51.957394,CONFIRMED
129,58.621578824,8.52961,142950.0,40.43,5.19,385.0,5232.0,4.554,0.725,15.161,295.61038,43.260422,FALSE POSITIVE
130,12.426469,25.71,180.5,1.66,66.74,729.0,5691.0,4.544,0.887,15.178,297.55954,40.639469,FALSE POSITIVE
131,208.800733,1.964,594.0,2.88,3.43,347.0,6208.0,4.372,1.168,15.239,296.94031,46.494099,CANDIDATE
132,2.5287999,1.345,361.0,2.3893,471.32,1298.0,5740.2,4.3,1.19,10.3727,263.543417,61.121472,CANDIDATE
133,10.1923252,6.168,1730.0,5.40312,355.136,1209.0,5767.0,4.23,1.28,12.1098,266.123677,-79.594616,CANDIDATE
134,3.2752127,2.473,640.0,2.81928,563.835,1185.0,5496.0,4.33,1.03,10.4286,218.855499,-76.214095,CANDIDATE
135,2.3018922,3.706,1260.0,12.146,4411.81,2270.0,6919.0,3.54,3.45,11.1673,136.653301,-50.48045,CANDIDATE
136,47.903427,6.191,379.3,3.55,30.17,598.0,5788.0,4.16,1.495,13.764,288.73898,46.762562,CONFIRMED
137,0.692978457,1.1366,61.0,2.24,24240.83,3186.0,6105.0,3.805,2.304,13.447,283.76407,42.222172,CONFIRMED
138,58.1263775,4.018,271.5,1.32,6.28,404.0,5413.0,4.579,0.82,13.747,285.31381,48.72525,CANDIDATE
139,3.307669761,1.672,243.1,3.87,2710.89,1840.0,5959.0,3.829,2.382,12.936,290.33612,40.653061,FALSE POSITIVE
140,5.74984,3.734,17690.0,14.4892,329.499,1186.0,6046.0,4.42,1.08,12.3193,333.111347,-26.92637,CANDIDATE
141,3.19938075,1.761,76.1,0.62,262.08,1026.0,5483.0,4.632,0.702,14.261,287.81729,38.194809,CANDIDATE
142,3.611541977,8.6068,2972.3,28.07,240.29,1005.0,5203.0,4.504,0.802,15.736,301.35507,44.492271,FALSE POSITIVE
143,3.577501,1.662,1300.0,3.3001,95.4633,870.0,4642.1,4.43,0.87,12.5389,154.250153,6.866478,CANDIDATE
144,2.5267353,2.2654363,17543.876912,12.697976,333.0417477,1089.5431103,4836.0,4.45,0.871731,13.0383,206.845428,19.758454,CANDIDATE
145,39.6766071,5.04,611.2,2.29,11.85,473.0,5244.0,4.449,0.888,14.405,291.05722,44.632381,CANDIDATE
146,0.525154153,2.1441,747.5,23.61,4391.51,2073.0,5582.0,4.497,0.846,15.058,295.09866,41.007038,FALSE POSITIVE
147,6.0379203,2.297,469.0,1.49811,56.3052,763.0,4554.0,4.52,0.77,9.6181,201.749736,-73.594247,CANDIDATE
148,4.9613647,4.318,6047.0,14.2376,916.634,1532.0,6592.0,4.1,1.72,12.5799,82.782624,60.386769,CANDIDATE
149,522.33888,13.53,423.7,5.65,2.69,327.0,5103.0,3.606,2.816,13.902,282.47763,46.754169,FALSE POSITIVE
150,17.8007815,6.547,44.5,1.02,105.04,816.0,6240.0,4.326,1.252,12.018,289.01178,51.376019,CANDIDATE
151,8.45744892,3.2893,77.4,1.02,220.05,982.0,5903.0,4.304,1.137,11.529,288.45065,40.245327,CONFIRMED
152,0.831542,1.985538,248.969585,1.881684,3776.6095365,1999.3796659,5824.0,4.438,1.1512,8.6014,180.325704,-60.200439,FALSE POSITIVE
153,12.9587054,3.598,1007.0,2.49711,61.6019,780.0,5564.0,4.51,0.91,10.1763,278.028578,-67.664501,CANDIDATE
154,6.882686062,5.47323,373660.0,60.49,169.85,921.0,5704.0,4.483,0.948,15.749,286.91037,49.815781,FALSE POSITIVE
155,14.55387488,6.973,319.7,3.45,183.48,939.0,6143.0,4.177,1.507,14.377,293.59583,39.02948,CONFIRMED
156,11.2005651,1.367,7000.0,15.4812,13.6838,535.0,5682.2,4.02,1.63,12.0089,176.611941,43.863572,CANDIDATE
157,52.9781419,4.7965246,6347.2690959,11.4471492,30.2653161,598.2132842,6461.8,4.35,1.33031,8.5822,87.401782,-54.910423,CONFIRMED
158,259.34304,16.04,349.7,6.04,9.65,449.0,5490.0,3.629,3.204,14.759,295.48242,48.524441,CONFIRMED
159,25.3710555,3.739,78.6,1.43,87.17,779.0,6029.0,4.127,1.494,13.78,297.58942,43.516178,FALSE POSITIVE
160,14.5814997,5.489,5490.0,9.70874,111.563,905.0,5830.0,4.22,1.32,13.1133,123.355106,62.287571,CANDIDATE
161,7.6943096,8.903,7400.0,10.5098,925.441,1536.0,4956.8,4.33,1.23369,8.8681,212.846611,-50.069977,CANDIDATE
162,44.51439331,1.55,421.1,2.39,141.6,878.0,5767.0,4.438,1.0,14.424,288.27332,47.876881,FALSE POSITIVE
163,5.9693397,3.441038,105.5424205,1.3473608,334.6170929,1090.8292631,6007.0,4.37729,1.12993,6.3103,103.678273,24.245141,CANDIDATE
164,1.546222068,7.998,49.4,0.77,1465.41,1578.0,5611.0,4.388,1.073,12.16,288.97165,44.624531,FALSE POSITIVE
165,1.734422,2.32,1230.0,4.24151,4861.83,2326.0,5890.0,4.48757,0.94,10.2767,89.897418,-40.395746,FALSE POSITIVE
166,32.3766006,3.8827521,52579.8740908,3.6771515,4854.6878282,2128.9236019,50000.0,5.80276,0.147,13.987,65.655386,-54.147179,CANDIDATE
167,1.703347524,3.3039,504410.0,47.62,495.27,1202.0,5325.0,4.657,0.648,12.524,293.09494,38.361252,FALSE POSITIVE
168,1.7812778,2.261,540.0,1.85549,1063.79,1591.0,5329.0,4.58,0.82,10.4557,273.51971,39.333582,CANDIDATE
169,387.56519,13.28,1083.0,4.02,1.28,271.0,6289.0,4.454,1.02,15.598,292.55002,39.023811,FALSE POSITIVE
170,4.5371361,4.042155,4199.7558754,9.8153513,732.0077048,1326.6264827,5731.0,4.1,1.48668,10.9585,241.322901,70.19004,CONFIRMED
171,2.0290882,0.6939812,978.0627035,0.9291472,22.0716059,552.8129815,3194.0,4.96718,0.287497,10.1508,290.23794,-82.559788,CONFIRMED
172,53.220416998,17.7344,72895.0,55.22,43.63,655.0,5653.0,3.905,2.057,13.613,290.15335,40.90163,FALSE POSITIVE
173,2.5228506,2.15,21300.0,12.9082,307.773,1166.0,5294.0,4.56,0.84,12.4244,180.258934,55.846201,CANDIDATE
174,20.9254083,6.783,109.0,1.26,66.95,729.0,5821.0,4.283,1.21,13.966,289.18265,47.873379,CONFIRMED
175,1.027641,1.977,12630.0,10.5098,2542.32,1978.0,5640.0,4.33,1.23369,13.5569,100.367833,-3.892372,CANDIDATE
176,0.93373895,4.156,39.6,0.64,3723.37,1993.0,6223.0,4.459,1.006,15.194,292.13193,47.56374,FALSE POSITIVE
177,5.03505665,1.804,151.5,1.63,401.23,1141.0,5888.0,4.342,1.097,14.282,287.78085,47.62991,CONFIRMED
178,2.283466438,7.7999,864260.0,218.79,3883.24,2014.0,6723.0,4.089,1.719,14.312,291.74445,37.591019,FALSE POSITIVE
179,551.22396,5.896,570.7,2.1,0.42,206.0,5691.0,4.544,0.887,14.465,295.02985,43.129421,CANDIDATE
180,2.037453129,5.43155,315910.0,136.3,5752.74,2220.0,6456.0,3.906,2.056,12.22,295.80463,47.670906,FALSE POSITIVE
181,3.5947639,1.81,3070.0,5.10241,176.712,1015.0,5594.0,4.5,0.93,12.7318,116.065365,-51.874845,CANDIDATE
182,1.4013784,1.7042715,19735.2001267,13.9977478,917.4100949,1403.6558119,4984.0,4.41028,0.934977,12.4197,267.284885,29.879043,CANDIDATE
183,3.1870439,3.350315,16004.9848272,21.2607114,2037.8045133,1713.6036538,6578.0,4.14,1.64157,11.5954,301.314408,37.349804,CANDIDATE
184,2.92878704,4.634,549.4,22.76,556.77,1239.0,5955.0,4.534,0.883,15.148,297.82944,40.706779,FALSE POSITIVE
185,10.4032399,23.85,1056.2,51.47,350.59,1104.0,6428.0,4.144,1.436,13.272,295.91998,43.28175,FALSE POSITIVE
186,11.258825027,8.9592,196280.0,87.18,322.25,1080.0,6217.0,4.052,1.464,13.545,298.15009,40.65617,FALSE POSITIVE
187,3.48412874,1.422,161.6,1.16,389.41,1132.0,5696.0,4.519,0.921,14.953,291.16437,45.318291,CANDIDATE
188,1.400534,2.1557558,21150.4535286,15.7147024,1816.6683408,1665.0936382,5765.0,4.4,1.06059,13.4718,92.609716,71.412134,CANDIDATE
189,6.7210783,7.46,421.1,2.39,141.6,878.0,5767.0,4.438,1.0,14.792,291.6069,38.348061,FALSE POSITIVE
190,1.5728416,1.947,21020.0,12.7462,687.916,1426.0,5288.0,4.52,0.87,13.2495,126.898381,-14.125433,CANDIDATE
191,63.095068,9.485,496.8,11.67,25.4,573.0,6622.0,4.331,1.325,15.765,291.72189,42.117298,CANDIDATE
192,2.6556753,2.6111014,20259.2262626,10.5098,640.3257634,1282.9803167,5817.3,4.33,1.23369,10.15,175.908033,6.563784,CANDIDATE
193,4.8002161,2.439,10620.0,15.2174,336.117,1192.0,6498.4,4.26,1.41,13.3683,103.102009,33.648806,CANDIDATE
194,5.7415661,1.414,5879.0,11.2346,64.1962,788.0,6051.0,4.19,1.42,12.8566,307.688232,45.279137,CANDIDATE
195,3.3789946,3.332,11150.0,8.56973,333.667,1190.0,4809.0,4.51,0.82,13.5709,135.291964,-75.088195,FALSE POSITIVE
196,10.327438,8.8021114,1239.1563644,8.6575486,856.7350684,1379.8484358,6402.35,3.78349,2.4084699,9.51295,64.056257,50.409606,CANDIDATE
197,74.371666,12.59,102.8,2.39,81.88,767.0,6865.0,3.742,2.211,11.319,291.04001,40.84993,CANDIDATE
198,16.2709828,1.835,5870.0,6.81631,5.83182,432.0,4811.0,4.45,0.87,10.9058,98.01194,-5.479794,CANDIDATE
199,405.0756576,5.339,15337.0,9.31573,0.0601025,137.0,4831.0,4.4,0.93,13.1745,48.022366,28.46468,CANDIDATE
200,316.57747,14.64,269.1,1.47,1.01,255.0,5822.0,4.529,0.898,15.246,294.73132,43.989361,FALSE POSITIVE
201,35.2340413,11.874,465.5,2.21,31.14,602.0,6295.0,4.456,1.014,15.598,292.55002,39.023811,FALSE POSITIVE
202,4.719336335,2.83787,12367.0,91.91,2078.32,1722.0,6792.0,3.971,2.058,12.672,284.56271,43.774261,FALSE POSITIVE
203,19.93826636,1.77,421.1,2.39,141.6,878.0,5767.0,4.438,1.0,15.986,286.89532,40.46011,FALSE POSITIVE
